"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","number_of_edges_estimated_imp","number_of_edges_estimated_full"
"57",33,1,100,NA,NA,NA,0.740740740740741,0.740740740740741,14,27,27
"58",33,10,100,NA,"br",NA,0.666666666666667,0.75,15,24,27
"59",33,100,100,NA,"br",NA,0.703703703703704,0.791666666666667,13,24,27
"60",33,1000,100,NA,"br",NA,0.666666666666667,0.818181818181818,13,22,27
"61",33,1,100,NA,NA,NA,0.72,0.620689655172414,18,29,25
"62",33,10,100,NA,"br",NA,0.76,0.863636363636364,9,22,25
"63",33,100,100,NA,"br",NA,0.84,0.84,8,25,25
"64",33,1000,100,NA,"br",NA,0.84,0.807692307692308,9,26,25
"65",33,1,100,NA,NA,NA,0.6,0.652173913043478,18,23,25
"66",33,10,100,NA,"br",NA,0.72,0.9,9,20,25
"67",33,100,100,NA,"br",NA,0.6,0.833333333333333,13,18,25
"68",33,1000,100,NA,"br",NA,0.64,0.842105263157895,12,19,25
"69",33,1,100,NA,NA,NA,0.851851851851852,0.71875,13,32,27
"70",33,10,100,NA,"br",NA,0.888888888888889,0.888888888888889,6,27,27
"71",33,100,100,NA,"br",NA,0.888888888888889,0.888888888888889,6,27,27
"72",33,1000,100,NA,"br",NA,0.888888888888889,0.888888888888889,6,27,27
"73",33,1,100,NA,NA,NA,0.740740740740741,0.606060606060606,20,33,27
"74",33,10,100,NA,"br",NA,0.740740740740741,0.666666666666667,17,30,27
"75",33,100,100,NA,"br",NA,0.740740740740741,0.689655172413793,16,29,27
"76",33,1000,100,NA,"br",NA,0.740740740740741,0.8,12,25,27
"77",33,1,100,NA,NA,NA,0.7,0.636363636363636,14,22,20
"78",33,10,100,NA,"br",NA,0.7,0.736842105263158,11,19,20
"79",33,100,100,NA,"br",NA,0.75,0.75,10,20,20
"80",33,1000,100,NA,"br",NA,0.75,0.75,10,20,20
"81",33,1,100,NA,NA,NA,0.791666666666667,0.703703703703704,13,27,24
"82",33,10,100,NA,"br",NA,0.708333333333333,0.85,10,20,24
"83",33,100,100,NA,"br",NA,0.75,0.782608695652174,11,23,24
"84",33,1000,100,NA,"br",NA,0.75,0.75,12,24,24
"85",33,1,100,NA,NA,NA,0.875,0.617647058823529,16,34,24
"86",33,10,100,NA,"br",NA,0.75,0.75,12,24,24
"87",33,100,100,NA,"br",NA,0.833333333333333,0.769230769230769,10,26,24
"88",33,1000,100,NA,"br",NA,0.833333333333333,0.769230769230769,10,26,24
"89",33,1,100,NA,NA,NA,0.772727272727273,0.607142857142857,16,28,22
"90",33,10,100,NA,"br",NA,0.818181818181818,0.782608695652174,9,23,22
"91",33,100,100,NA,"br",NA,0.818181818181818,0.782608695652174,9,23,22
"92",33,1000,100,NA,"br",NA,0.772727272727273,0.772727272727273,10,22,22
"93",33,1,100,NA,NA,NA,0.742857142857143,0.65,23,40,35
"94",33,10,100,NA,"br",NA,0.742857142857143,0.866666666666667,13,30,35
"95",33,100,100,NA,"br",NA,0.742857142857143,0.838709677419355,14,31,35
"96",33,1000,100,NA,"br",NA,0.742857142857143,0.838709677419355,14,31,35
"97",33,1,100,NA,NA,NA,0.730769230769231,0.703703703703704,15,27,26
"98",33,10,100,NA,"br",NA,0.692307692307692,0.857142857142857,11,21,26
"99",33,100,100,NA,"br",NA,0.807692307692308,0.954545454545455,6,22,26
"100",33,1000,100,NA,"br",NA,0.807692307692308,0.875,8,24,26
"101",33,1,100,NA,NA,NA,0.64,0.761904761904762,14,21,25
"102",33,10,100,NA,"br",NA,0.64,0.888888888888889,11,18,25
"103",33,100,100,NA,"br",NA,0.68,0.894736842105263,10,19,25
"104",33,1000,100,NA,"br",NA,0.68,0.894736842105263,10,19,25
"105",33,1,100,NA,NA,NA,0.821428571428571,0.71875,14,32,28
"106",33,10,100,NA,"br",NA,0.75,0.75,14,28,28
"107",33,100,100,NA,"br",NA,0.75,0.724137931034483,15,29,28
"108",33,1000,100,NA,"br",NA,0.75,0.724137931034483,15,29,28
"109",33,1,100,NA,NA,NA,0.652173913043478,0.625,17,24,23
"110",33,10,100,NA,"br",NA,0.695652173913043,0.727272727272727,13,22,23
"111",33,100,100,NA,"br",NA,0.652173913043478,0.833333333333333,11,18,23
"112",33,1000,100,NA,"br",NA,0.695652173913043,0.8,11,20,23
"113",33,1,100,NA,NA,NA,0.708333333333333,0.566666666666667,20,30,24
"114",33,10,100,NA,"br",NA,0.791666666666667,0.730769230769231,12,26,24
"115",33,100,100,NA,"br",NA,0.833333333333333,0.714285714285714,12,28,24
"116",33,1000,100,NA,"br",NA,0.833333333333333,0.714285714285714,12,28,24
"117",33,1,100,NA,NA,NA,0.666666666666667,0.583333333333333,17,24,21
"118",33,10,100,NA,"br",NA,0.666666666666667,0.7,13,20,21
"119",33,100,100,NA,"br",NA,0.571428571428571,0.6,17,20,21
"120",33,1000,100,NA,"br",NA,0.571428571428571,0.666666666666667,15,18,21
"121",33,1,100,NA,NA,NA,0.678571428571429,0.612903225806452,21,31,28
"122",33,10,100,NA,"br",NA,0.642857142857143,0.9,12,20,28
"123",33,100,100,NA,"br",NA,0.678571428571429,0.95,10,20,28
"124",33,1000,100,NA,"br",NA,0.714285714285714,0.952380952380952,9,21,28
"125",33,1,100,NA,NA,NA,0.692307692307692,0.6,20,30,26
"126",33,10,100,NA,"br",NA,0.653846153846154,0.772727272727273,14,22,26
"127",33,100,100,NA,"br",NA,0.692307692307692,0.818181818181818,12,22,26
"128",33,1000,100,NA,"br",NA,0.653846153846154,0.80952380952381,13,21,26
"129",33,1,100,NA,NA,NA,0.76,0.59375,19,32,25
"130",33,10,100,NA,"br",NA,0.88,0.758620689655172,10,29,25
"131",33,100,100,NA,"br",NA,0.92,0.793103448275862,8,29,25
"132",33,1000,100,NA,"br",NA,0.88,0.785714285714286,9,28,25
"133",33,1,100,NA,NA,NA,0.75,0.705882352941177,18,34,32
"134",33,10,100,NA,"br",NA,0.625,0.8,17,25,32
"135",33,100,100,NA,"br",NA,0.59375,0.703703703703704,21,27,32
"136",33,1000,100,NA,"br",NA,0.59375,0.703703703703704,21,27,32
"137",33,1,100,NA,NA,NA,0.782608695652174,0.692307692307692,13,26,23
"138",33,10,100,NA,"br",NA,0.869565217391304,0.869565217391304,6,23,23
"139",33,100,100,NA,"br",NA,0.91304347826087,0.91304347826087,4,23,23
"140",33,1000,100,NA,"br",NA,0.869565217391304,0.909090909090909,5,22,23
"141",33,1,100,NA,NA,NA,0.652173913043478,0.555555555555556,20,27,23
"142",33,10,100,NA,"br",NA,0.608695652173913,0.823529411764706,12,17,23
"143",33,100,100,NA,"br",NA,0.695652173913043,0.941176470588235,8,17,23
"144",33,1000,100,NA,"br",NA,0.695652173913043,0.941176470588235,8,17,23
"145",33,1,100,NA,NA,NA,0.75,0.5,20,30,20
"146",33,10,100,NA,"br",NA,0.75,0.833333333333333,8,18,20
"147",33,100,100,NA,"br",NA,0.75,0.833333333333333,8,18,20
"148",33,1000,100,NA,"br",NA,0.7,0.823529411764706,9,17,20
"149",33,1,100,NA,NA,NA,0.571428571428571,0.571428571428571,18,21,21
"150",33,10,100,NA,"br",NA,0.523809523809524,0.578947368421053,18,19,21
"151",33,100,100,NA,"br",NA,0.666666666666667,0.736842105263158,12,19,21
"152",33,1000,100,NA,"br",NA,0.714285714285714,0.789473684210526,10,19,21
"153",33,1,100,NA,NA,NA,0.608695652173913,0.538461538461538,21,26,23
"154",33,10,100,NA,"br",NA,0.608695652173913,0.666666666666667,16,21,23
"155",33,100,100,NA,"br",NA,0.695652173913043,0.666666666666667,15,24,23
"156",33,1000,100,NA,"br",NA,0.695652173913043,0.666666666666667,15,24,23
"157",33,1,100,NA,NA,NA,0.769230769230769,0.8,11,25,26
"158",33,10,100,NA,"br",NA,0.769230769230769,0.833333333333333,10,24,26
"159",33,100,100,NA,"br",NA,0.769230769230769,0.8,11,25,26
"160",33,1000,100,NA,"br",NA,0.769230769230769,0.833333333333333,10,24,26
"161",33,1,100,NA,NA,NA,0.75,0.6,15,25,20
"162",33,10,100,NA,"br",NA,0.85,0.772727272727273,8,22,20
"163",33,100,100,NA,"br",NA,0.85,0.772727272727273,8,22,20
"164",33,1000,100,NA,"br",NA,0.85,0.772727272727273,8,22,20
"165",33,1,100,NA,NA,NA,0.68,0.68,16,25,25
"166",33,10,100,NA,"br",NA,0.64,0.941176470588235,10,17,25
"167",33,100,100,NA,"br",NA,0.68,0.944444444444444,9,18,25
"168",33,1000,100,NA,"br",NA,0.64,0.941176470588235,10,17,25
"169",33,1,100,NA,NA,NA,0.791666666666667,0.633333333333333,16,30,24
"170",33,10,100,NA,"br",NA,0.666666666666667,0.842105263157895,11,19,24
"171",33,100,100,NA,"br",NA,0.625,0.833333333333333,12,18,24
"172",33,1000,100,NA,"br",NA,0.666666666666667,0.842105263157895,11,19,24
"173",33,1,100,NA,NA,NA,0.785714285714286,0.846153846153846,10,26,28
"174",33,10,100,NA,"br",NA,0.678571428571429,0.904761904761905,11,21,28
"175",33,100,100,NA,"br",NA,0.714285714285714,0.909090909090909,10,22,28
"176",33,1000,100,NA,"br",NA,0.678571428571429,0.863636363636364,12,22,28
"177",33,1,100,NA,NA,NA,0.818181818181818,0.642857142857143,14,28,22
"178",33,10,100,NA,"br",NA,0.727272727272727,0.727272727272727,12,22,22
"179",33,100,100,NA,"br",NA,0.727272727272727,0.761904761904762,11,21,22
"180",33,1000,100,NA,"br",NA,0.727272727272727,0.761904761904762,11,21,22
"181",33,1,100,NA,NA,NA,0.68,0.548387096774194,22,31,25
"182",33,10,100,NA,"br",NA,0.76,0.703703703703704,14,27,25
"183",33,100,100,NA,"br",NA,0.72,0.692307692307692,15,26,25
"184",33,1000,100,NA,"br",NA,0.68,0.68,16,25,25
"185",33,1,100,NA,NA,NA,0.55,0.44,23,25,20
"186",33,10,100,NA,"br",NA,0.5,0.625,16,16,20
"187",33,100,100,NA,"br",NA,0.6,0.705882352941177,13,17,20
"188",33,1000,100,NA,"br",NA,0.55,0.6875,14,16,20
"189",33,1,100,NA,NA,NA,0.72,0.72,14,25,25
"190",33,10,100,NA,"br",NA,0.6,0.75,15,20,25
"191",33,100,100,NA,"br",NA,0.68,0.80952380952381,12,21,25
"192",33,1000,100,NA,"br",NA,0.64,0.8,13,20,25
"193",33,1,100,NA,NA,NA,0.666666666666667,0.692307692307692,17,26,27
"194",33,10,100,NA,"br",NA,0.703703703703704,0.863636363636364,11,22,27
"195",33,100,100,NA,"br",NA,0.703703703703704,0.863636363636364,11,22,27
"196",33,1000,100,NA,"br",NA,0.703703703703704,0.904761904761905,10,21,27
"197",33,1,100,NA,NA,NA,0.758620689655172,0.758620689655172,14,29,29
"198",33,10,100,NA,"br",NA,0.655172413793103,0.76,16,25,29
"199",33,100,100,NA,"br",NA,0.655172413793103,0.863636363636364,13,22,29
"200",33,1000,100,NA,"br",NA,0.655172413793103,0.826086956521739,14,23,29
"201",33,1,100,NA,NA,NA,0.92,0.766666666666667,9,30,25
"202",33,10,100,NA,"br",NA,0.8,0.952380952380952,6,21,25
"203",33,100,100,NA,"br",NA,0.8,0.909090909090909,7,22,25
"204",33,1000,100,NA,"br",NA,0.8,0.909090909090909,7,22,25
"205",33,1,100,NA,NA,NA,0.72,0.620689655172414,18,29,25
"206",33,10,100,NA,"br",NA,0.68,0.708333333333333,15,24,25
"207",33,100,100,NA,"br",NA,0.68,0.708333333333333,15,24,25
"208",33,1000,100,NA,"br",NA,0.68,0.708333333333333,15,24,25
"209",33,1,100,NA,NA,NA,0.727272727272727,0.666666666666667,14,24,22
"210",33,10,100,NA,"br",NA,0.636363636363636,0.823529411764706,11,17,22
"211",33,100,100,NA,"br",NA,0.681818181818182,0.714285714285714,13,21,22
"212",33,1000,100,NA,"br",NA,0.727272727272727,0.761904761904762,11,21,22
"213",33,1,100,NA,NA,NA,0.862068965517241,0.78125,11,32,29
"214",33,10,100,NA,"br",NA,0.896551724137931,0.962962962962963,4,27,29
"215",33,100,100,NA,"br",NA,0.827586206896552,0.888888888888889,8,27,29
"216",33,1000,100,NA,"br",NA,0.793103448275862,0.884615384615385,9,26,29
"217",33,1,100,NA,NA,NA,0.772727272727273,0.62962962962963,15,27,22
"218",33,10,100,NA,"br",NA,0.727272727272727,0.695652173913043,13,23,22
"219",33,100,100,NA,"br",NA,0.727272727272727,0.695652173913043,13,23,22
"220",33,1000,100,NA,"br",NA,0.727272727272727,0.761904761904762,11,21,22
"221",33,1,100,NA,NA,NA,0.703703703703704,0.76,14,25,27
"222",33,10,100,NA,"br",NA,0.62962962962963,0.772727272727273,15,22,27
"223",33,100,100,NA,"br",NA,0.555555555555556,0.789473684210526,16,19,27
"224",33,1000,100,NA,"br",NA,0.555555555555556,0.789473684210526,16,19,27
"225",33,1,100,NA,NA,NA,0.727272727272727,0.470588235294118,24,34,22
"226",33,10,100,NA,"br",NA,0.636363636363636,0.736842105263158,13,19,22
"227",33,100,100,NA,"br",NA,0.727272727272727,0.761904761904762,11,21,22
"228",33,1000,100,NA,"br",NA,0.772727272727273,0.772727272727273,10,22,22
"229",33,1,100,NA,NA,NA,0.766666666666667,0.676470588235294,18,34,30
"230",33,10,100,NA,"br",NA,0.833333333333333,0.833333333333333,10,30,30
"231",33,100,100,NA,"br",NA,0.8,0.827586206896552,11,29,30
"232",33,1000,100,NA,"br",NA,0.8,0.857142857142857,10,28,30
"233",33,1,100,NA,NA,NA,0.714285714285714,0.606060606060606,21,33,28
"234",33,10,100,NA,"br",NA,0.714285714285714,0.769230769230769,14,26,28
"235",33,100,100,NA,"br",NA,0.607142857142857,0.772727272727273,16,22,28
"236",33,1000,100,NA,"br",NA,0.607142857142857,0.739130434782609,17,23,28
"237",33,1,100,NA,NA,NA,0.692307692307692,0.75,14,24,26
"238",33,10,100,NA,"br",NA,0.692307692307692,0.9,10,20,26
"239",33,100,100,NA,"br",NA,0.692307692307692,0.947368421052632,9,19,26
"240",33,1000,100,NA,"br",NA,0.692307692307692,0.947368421052632,9,19,26
"241",33,1,100,NA,NA,NA,0.692307692307692,0.620689655172414,19,29,26
"242",33,10,100,NA,"br",NA,0.692307692307692,0.72,15,25,26
"243",33,100,100,NA,"br",NA,0.692307692307692,0.782608695652174,13,23,26
"244",33,1000,100,NA,"br",NA,0.730769230769231,0.791666666666667,12,24,26
"245",33,1,100,NA,NA,NA,0.789473684210526,0.555555555555556,16,27,19
"246",33,10,100,NA,"br",NA,0.789473684210526,0.652173913043478,12,23,19
"247",33,100,100,NA,"br",NA,0.789473684210526,0.652173913043478,12,23,19
"248",33,1000,100,NA,"br",NA,0.789473684210526,0.625,13,24,19
"249",33,1,100,NA,NA,NA,0.826086956521739,0.612903225806452,16,31,23
"250",33,10,100,NA,"br",NA,0.956521739130435,0.88,4,25,23
"251",33,100,100,NA,"br",NA,0.826086956521739,0.904761904761905,6,21,23
"252",33,1000,100,NA,"br",NA,0.826086956521739,0.904761904761905,6,21,23
"253",33,1,100,NA,NA,NA,0.761904761904762,0.64,14,25,21
"254",33,10,100,NA,"br",NA,0.80952380952381,0.68,12,25,21
"255",33,100,100,NA,"br",NA,0.666666666666667,0.666666666666667,14,21,21
"256",33,1000,100,NA,"br",NA,0.666666666666667,0.666666666666667,14,21,21
"257",33,1,100,NA,NA,NA,0.75,0.72,13,25,24
"258",33,10,100,NA,"br",NA,0.666666666666667,0.888888888888889,10,18,24
"259",33,100,100,NA,"br",NA,0.791666666666667,0.904761904761905,7,21,24
"260",33,1000,100,NA,"br",NA,0.791666666666667,0.863636363636364,8,22,24
"261",33,1,100,NA,NA,NA,0.789473684210526,0.5,19,30,19
"262",33,10,100,NA,"br",NA,0.842105263157895,0.64,12,25,19
"263",33,100,100,NA,"br",NA,0.736842105263158,0.583333333333333,15,24,19
"264",33,1000,100,NA,"br",NA,0.736842105263158,0.583333333333333,15,24,19
"265",33,1,100,NA,NA,NA,0.789473684210526,0.6,14,25,19
"266",33,10,100,NA,"br",NA,0.736842105263158,0.666666666666667,12,21,19
"267",33,100,100,NA,"br",NA,0.631578947368421,0.631578947368421,14,19,19
"268",33,1000,100,NA,"br",NA,0.631578947368421,0.666666666666667,13,18,19
"269",33,1,100,NA,NA,NA,0.708333333333333,0.607142857142857,18,28,24
"270",33,10,100,NA,"br",NA,0.625,0.681818181818182,16,22,24
"271",33,100,100,NA,"br",NA,0.666666666666667,0.695652173913043,15,23,24
"272",33,1000,100,NA,"br",NA,0.666666666666667,0.727272727272727,14,22,24
"273",33,1,100,NA,NA,NA,0.8,0.857142857142857,10,28,30
"274",33,10,100,NA,"br",NA,0.7,0.91304347826087,11,23,30
"275",33,100,100,NA,"br",NA,0.733333333333333,0.956521739130435,9,23,30
"276",33,1000,100,NA,"br",NA,0.666666666666667,0.952380952380952,11,21,30
"277",33,1,100,NA,NA,NA,0.862068965517241,0.675675675675676,16,37,29
"278",33,10,100,NA,"br",NA,0.827586206896552,0.827586206896552,10,29,29
"279",33,100,100,NA,"br",NA,0.827586206896552,0.857142857142857,9,28,29
"280",33,1000,100,NA,"br",NA,0.827586206896552,0.857142857142857,9,28,29
"281",33,1,100,NA,NA,NA,0.785714285714286,0.6875,16,32,28
"282",33,10,100,NA,"br",NA,0.678571428571429,0.791666666666667,14,24,28
"283",33,100,100,NA,"br",NA,0.821428571428571,0.92,7,25,28
"284",33,1000,100,NA,"br",NA,0.821428571428571,0.92,7,25,28
"285",33,1,100,NA,NA,NA,0.75,0.75,12,24,24
"286",33,10,100,NA,"br",NA,0.833333333333333,0.833333333333333,8,24,24
"287",33,100,100,NA,"br",NA,0.833333333333333,0.833333333333333,8,24,24
"288",33,1000,100,NA,"br",NA,0.833333333333333,0.833333333333333,8,24,24
"289",33,1,100,NA,NA,NA,0.681818181818182,0.652173913043478,15,23,22
"290",33,10,100,NA,"br",NA,0.727272727272727,0.8,10,20,22
"291",33,100,100,NA,"br",NA,0.727272727272727,0.727272727272727,12,22,22
"292",33,1000,100,NA,"br",NA,0.727272727272727,0.761904761904762,11,21,22
"293",33,1,100,NA,NA,NA,0.68,0.653846153846154,17,26,25
"294",33,10,100,NA,"br",NA,0.76,0.76,12,25,25
"295",33,100,100,NA,"br",NA,0.76,0.76,12,25,25
"296",33,1000,100,NA,"br",NA,0.76,0.791666666666667,11,24,25
"297",33,1,100,NA,NA,NA,0.571428571428571,0.461538461538462,23,26,21
"298",33,10,100,NA,"br",NA,0.714285714285714,0.714285714285714,12,21,21
"299",33,100,100,NA,"br",NA,0.619047619047619,0.65,15,20,21
"300",33,1000,100,NA,"br",NA,0.666666666666667,0.666666666666667,14,21,21
"301",33,1,100,NA,NA,NA,0.739130434782609,0.653846153846154,15,26,23
"302",33,10,100,NA,"br",NA,0.565217391304348,0.684210526315789,16,19,23
"303",33,100,100,NA,"br",NA,0.652173913043478,0.652173913043478,16,23,23
"304",33,1000,100,NA,"br",NA,0.652173913043478,0.681818181818182,15,22,23
"305",33,1,100,NA,NA,NA,0.777777777777778,0.65625,17,32,27
"306",33,10,100,NA,"br",NA,0.666666666666667,0.72,16,25,27
"307",33,100,100,NA,"br",NA,0.703703703703704,0.791666666666667,13,24,27
"308",33,1000,100,NA,"br",NA,0.703703703703704,0.76,14,25,27
"309",33,1,100,NA,NA,NA,0.8,0.64,13,25,20
"310",33,10,100,NA,"br",NA,0.75,0.75,10,20,20
"311",33,100,100,NA,"br",NA,0.75,0.75,10,20,20
"312",33,1000,100,NA,"br",NA,0.8,0.761904761904762,9,21,20
"313",33,1,100,NA,NA,NA,0.727272727272727,0.551724137931034,19,29,22
"314",33,10,100,NA,"br",NA,0.681818181818182,0.652173913043478,15,23,22
"315",33,100,100,NA,"br",NA,0.727272727272727,0.666666666666667,14,24,22
"316",33,1000,100,NA,"br",NA,0.681818181818182,0.652173913043478,15,23,22
"317",33,1,100,NA,NA,NA,0.76,0.791666666666667,11,24,25
"318",33,10,100,NA,"br",NA,0.76,0.826086956521739,10,23,25
"319",33,100,100,NA,"br",NA,0.6,0.789473684210526,14,19,25
"320",33,1000,100,NA,"br",NA,0.64,0.8,13,20,25
"321",33,1,100,NA,NA,NA,0.708333333333333,0.53125,22,32,24
"322",33,10,100,NA,"br",NA,0.75,0.72,13,25,24
"323",33,100,100,NA,"br",NA,0.791666666666667,0.730769230769231,12,26,24
"324",33,1000,100,NA,"br",NA,0.791666666666667,0.76,11,25,24
"325",33,1,100,NA,NA,NA,0.714285714285714,0.6,16,25,21
"326",33,10,100,NA,"br",NA,0.571428571428571,0.857142857142857,11,14,21
"327",33,100,100,NA,"br",NA,0.523809523809524,0.916666666666667,11,12,21
"328",33,1000,100,NA,"br",NA,0.571428571428571,0.923076923076923,10,13,21
"329",33,1,100,NA,NA,NA,0.642857142857143,0.692307692307692,18,26,28
"330",33,10,100,NA,"br",NA,0.75,0.91304347826087,9,23,28
"331",33,100,100,NA,"br",NA,0.75,0.84,11,25,28
"332",33,1000,100,NA,"br",NA,0.75,0.84,11,25,28
"333",33,1,100,NA,NA,NA,0.533333333333333,0.615384615384615,24,26,30
"334",33,10,100,NA,"br",NA,0.666666666666667,0.869565217391304,13,23,30
"335",33,100,100,NA,"br",NA,0.7,0.91304347826087,11,23,30
"336",33,1000,100,NA,"br",NA,0.7,0.954545454545455,10,22,30
"337",33,1,100,NA,NA,NA,0.689655172413793,0.714285714285714,17,28,29
"338",33,10,100,NA,"br",NA,0.655172413793103,0.791666666666667,15,24,29
"339",33,100,100,NA,"br",NA,0.689655172413793,0.833333333333333,13,24,29
"340",33,1000,100,NA,"br",NA,0.689655172413793,0.833333333333333,13,24,29
"341",33,1,100,NA,NA,NA,0.774193548387097,0.666666666666667,19,36,31
"342",33,10,100,NA,"br",NA,0.709677419354839,0.758620689655172,16,29,31
"343",33,100,100,NA,"br",NA,0.67741935483871,0.724137931034483,18,29,31
"344",33,1000,100,NA,"br",NA,0.645161290322581,0.714285714285714,19,28,31
"345",33,1,100,NA,NA,NA,0.777777777777778,0.67741935483871,16,31,27
"346",33,10,100,NA,"br",NA,0.703703703703704,0.826086956521739,12,23,27
"347",33,100,100,NA,"br",NA,0.703703703703704,0.791666666666667,13,24,27
"348",33,1000,100,NA,"br",NA,0.703703703703704,0.826086956521739,12,23,27
"349",33,1,100,NA,NA,NA,0.666666666666667,0.64,17,25,24
"350",33,10,100,NA,"br",NA,0.666666666666667,0.8,12,20,24
"351",33,100,100,NA,"br",NA,0.666666666666667,0.761904761904762,13,21,24
"352",33,1000,100,NA,"br",NA,0.708333333333333,0.772727272727273,12,22,24
"353",33,1,100,NA,NA,NA,0.739130434782609,0.653846153846154,15,26,23
"354",33,10,100,NA,"br",NA,0.782608695652174,0.75,11,24,23
"355",33,100,100,NA,"br",NA,0.739130434782609,0.708333333333333,13,24,23
"356",33,1000,100,NA,"br",NA,0.739130434782609,0.739130434782609,12,23,23
"357",33,1,100,NA,NA,NA,0.736842105263158,0.56,16,25,19
"358",33,10,100,NA,"br",NA,0.631578947368421,0.705882352941177,12,17,19
"359",33,100,100,NA,"br",NA,0.578947368421053,0.6875,13,16,19
"360",33,1000,100,NA,"br",NA,0.578947368421053,0.6875,13,16,19
"361",33,1,100,NA,NA,NA,0.695652173913043,0.516129032258065,22,31,23
"362",33,10,100,NA,"br",NA,0.565217391304348,0.619047619047619,18,21,23
