"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","shd"
"1",33,10,3000,0.0575586917334654,"old",6178.45469528078,0.975903614457831,0.964285714285714,5,5
"2",33,100,3000,0.051779254027778,"old",40474.4417270064,0.975903614457831,0.964285714285714,5,5
"3",33,10,3000,0.0582969797142515,"old",6928.80008645366,0.988636363636364,1,1,1
"4",33,100,3000,0.055199408771377,"old",36031.8151087615,1,0.98876404494382,1,1
"5",33,10,3000,0.0690073340616579,"old",4223.80955439735,0.965909090909091,0.955056179775281,7,7
"6",33,100,3000,0.0558441532419794,"old",36821.4240334556,0.965909090909091,0.955056179775281,7,7
"7",33,10,3000,0.0545845631599678,"old",6964.84586206719,0.953488372093023,0.953488372093023,8,11
"8",33,100,3000,0.0537107697467713,"old",38115.706936361,0.953488372093023,0.964705882352941,7,10
"9",33,10,3000,0.0553438594093809,"old",5534.11010768803,0.965116279069767,0.976470588235294,5,6
"10",33,100,3000,0.0553503000849753,"old",34579.7818518678,0.953488372093023,0.964705882352941,7,8
"11",33,10,3000,0.0522625106809443,"old",8248.25470484284,0.965909090909091,0.944444444444444,8,9
"12",33,100,3000,0.0547253506452721,"old",35896.2163466889,0.965909090909091,0.955056179775281,7,7
"13",33,10,3000,0.0569787856294999,"old",6731.59402959276,0.930232558139535,0.952380952380952,10,10
"14",33,100,3000,0.0531755881131201,"old",40263.8922410971,0.941860465116279,0.931034482758621,11,11
"15",33,10,3000,0.0561670086940427,"old",6779.03721500583,0.965116279069767,0.988095238095238,4,4
"16",33,100,3000,0.0556680024886815,"old",35758.570454806,0.965116279069767,0.976470588235294,5,5
"17",33,10,3000,0.0678611080641283,"old",3805.96754840583,0.975903614457831,0.964285714285714,5,6
"18",33,100,3000,0.0554107629332859,"old",35006.3150979601,0.975903614457831,0.975903614457831,4,5
"19",33,10,3000,0.0598527552982237,"old",5072.66167263581,1,0.939024390243902,5,5
"20",33,100,3000,0.0522711847393829,"old",40023.2919492837,1,0.939024390243902,5,5
"21",33,10,3000,0.0572836798294814,"old",6265.41932838098,0.986301369863014,0.972972972972973,3,4
"22",33,100,3000,0.055854755235346,"old",34367.1299800466,0.986301369863014,0.986301369863014,2,3
"23",33,10,3000,0.0549606497263482,"old",8247.11740255736,0.95,0.974358974358974,6,6
"24",33,100,3000,0.0543802193067109,"old",36708.8902054783,0.9375,0.961538461538462,8,9
"25",33,10,3000,0.0591518425931391,"old",5654.35550460388,0.959459459459459,0.972602739726027,5,5
"26",33,100,3000,0.0529673049983021,"old",39863.045478514,0.959459459459459,0.986111111111111,4,5
"27",33,10,3000,0.0604974130162399,"old",4921.55273070297,0.987951807228916,0.921348314606742,8,8
"28",33,100,3000,0.0552152908483643,"old",36159.0120072405,1,0.932584269662921,6,6
"29",33,10,3000,0.0604248332428752,"old",4177.68383659793,0.928571428571429,0.962962962962963,9,9
"30",33,100,3000,0.0522008605625776,"old",39612.3227656428,0.94047619047619,0.9875,6,6
"31",33,10,3000,0.0589495503118997,"old",5173.83422247527,0.975609756097561,0.952380952380952,6,7
"32",33,100,3000,0.0521755705702872,"old",39850.3170312896,0.963414634146341,0.94047619047619,8,12
"33",33,10,3000,0.0592213262922271,"old",5782.26561061202,0.978021978021978,0.978021978021978,4,4
"34",33,100,3000,0.0534254385220387,"old",37969.4638348888,0.978021978021978,0.967391304347826,5,5
"35",33,10,3000,0.0597832204214148,"old",5878.20492360667,0.974025974025974,1,2,3
"36",33,100,3000,0.051728358049862,"old",41620.8859119574,0.961038961038961,1,3,4
"37",33,10,3000,0.0557306126675051,"old",6256.45304004617,0.979166666666667,1,2,2
"38",33,100,3000,0.0542057178546151,"old",37334.7136003831,0.96875,1,3,3
"39",33,10,3000,0.0611539583184234,"old",4364.36503336675,1,0.967391304347826,3,3
"40",33,100,3000,0.0538013170032554,"old",36728.4463726611,1,0.978021978021978,2,2
"41",33,10,3000,0.0547621091303706,"old",5989.73015293369,0.987012987012987,0.962025316455696,4,4
"42",33,100,3000,0.0542434551737785,"old",36762.2580861705,0.987012987012987,0.974358974358974,3,3
"43",33,10,3000,0.0572498503640248,"old",7163.68968216538,0.960526315789474,0.973333333333333,5,5
"44",33,100,3000,0.0551318032943769,"old",37642.0528137632,0.973684210526316,0.973684210526316,4,4
"45",33,10,3000,0.0564328727194797,"old",6081.48338913145,0.978494623655914,0.989130434782609,3,3
"46",33,100,3000,0.055520564799019,"old",35179.4375586823,0.989247311827957,0.978723404255319,3,3
"47",33,10,3000,0.0562101839680829,"old",5373.1167692217,0.972972972972973,0.972972972972973,4,5
"48",33,100,3000,0.0539828624239659,"old",38272.0554620192,0.959459459459459,0.934210526315789,8,9
"49",33,10,3000,0.0585023479208731,"old",5536.30558246043,0.936170212765957,0.977777777777778,8,8
"50",33,100,3000,0.0553454421224788,"old",36075.456546545,0.936170212765957,0.977777777777778,8,8
"51",33,10,3000,0.0552960629679165,"old",7319.41131819353,0.978494623655914,0.978494623655914,4,4
"52",33,100,3000,0.0582310434797464,"old",31743.1835531307,0.967741935483871,0.989010989010989,4,4
"53",33,10,3000,0.0608289355293469,"old",5582.46828641373,0.977272727272727,0.977272727272727,4,4
"54",33,100,3000,0.0539360557989579,"old",36976.5513727341,0.954545454545455,0.976744186046512,6,6
"55",33,10,3000,0.0585190272324208,"old",8866.28019803945,0.964285714285714,0.975903614457831,5,5
"56",33,100,3000,0.0555380437846943,"old",35934.5879063328,0.976190476190476,0.976190476190476,4,4
"57",33,10,3000,0.0584603526250909,"old",6163.06713663791,0.977777777777778,0.98876404494382,3,3
"58",33,100,3000,0.0544774208395699,"old",36739.5019224967,0.977777777777778,0.98876404494382,3,3
"59",33,10,3000,0.0588975776876702,"old",5381.82887574323,0.966666666666667,0.97752808988764,5,7
"60",33,100,3000,0.0523200498259244,"old",39753.1641544327,0.955555555555556,0.955555555555556,8,10
"61",33,10,3000,0.0605131802995127,"old",5419.65755336902,0.978494623655914,1,2,2
"62",33,100,3000,0.0570617523213796,"old",33969.1824001415,0.978494623655914,1,2,2
"63",33,10,3000,0.0588698345493193,"old",6769.34324993016,0.986666666666667,0.986666666666667,2,3
"64",33,100,3000,0.0525912428168671,"old",40026.7201968656,1,0.986842105263158,1,2
"65",33,10,3000,0.0630565603059614,"old",4570.11333579397,0.967032967032967,0.946236559139785,8,8
"66",33,100,3000,0.0539624859489415,"old",38689.9091279993,0.978021978021978,0.946808510638298,7,7
"67",33,10,3000,0.0430016309936956,"old",16616.9471914652,0.947916666666667,0.978494623655914,7,8
"68",33,100,3000,0.0524793178578781,"old",39852.0655362105,0.96875,0.96875,6,7
"69",33,10,3000,0.0622151544204874,"old",4647.47646914035,0.978723404255319,0.978723404255319,4,4
"70",33,100,3000,0.0543590539385164,"old",37112.7041036158,0.978723404255319,0.978723404255319,4,4
"71",33,10,3000,0.0556902351380852,"old",5832.65814526433,0.976190476190476,0.987951807228916,3,3
"72",33,100,3000,0.0537358509257554,"old",38048.3373786008,0.976190476190476,0.987951807228916,3,3
"73",33,10,3000,0.0570502939144913,"old",6044.16448942453,1,0.974358974358974,2,4
"74",33,100,3000,0.0526372138454331,"old",39700.1509914335,0.986842105263158,0.9375,6,8
"75",33,10,3000,0.0589466617771864,"old",4852.2397287821,0.973684210526316,0.973684210526316,4,4
"76",33,100,3000,0.0543062786893451,"old",36495.4031191801,0.973684210526316,0.986666666666667,3,3
"77",33,10,3000,0.0567916487480257,"old",5136.58835231934,0.952380952380952,0.975609756097561,6,6
"78",33,100,3000,0.0522869173834807,"old",39899.0501774524,0.952380952380952,0.987654320987654,5,5
"79",33,10,3000,0.0547377185051372,"old",7247.68977998789,0.967032967032967,0.967032967032967,6,6
"80",33,100,3000,0.0524329980147917,"old",41295.477960011,0.967032967032967,0.98876404494382,4,4
"81",33,10,3000,0.0572038554688217,"old",6772.29074449907,0.958762886597938,1,4,4
"82",33,100,3000,0.0537457636635963,"old",38236.7735952409,0.938144329896907,1,6,6
"83",33,10,3000,0.0533108515421942,"old",5773.93214401399,0.986486486486487,0.960526315789474,4,4
"84",33,100,3000,0.0525082786319387,"old",40042.7063241016,0.986486486486487,0.973333333333333,3,3
"85",33,10,3000,0.0549202354665003,"old",8745.86694676499,0.98876404494382,0.936170212765957,7,8
"86",33,100,3000,0.0557611132461259,"old",34652.2792785999,0.97752808988764,0.966666666666667,5,6
"87",33,10,3000,0.0532798238925093,"old",6737.09740225711,0.954545454545455,0.976744186046512,6,6
"88",33,100,3000,0.0535901859968659,"old",38370.3069829389,0.954545454545455,0.96551724137931,7,7
"89",33,10,3000,0.0588273577341267,"old",6406.6301185859,0.986486486486487,0.960526315789474,4,5
"90",33,100,3000,0.0526614787442422,"old",38681.5171257508,0.986486486486487,0.948051948051948,5,6
"91",33,10,3000,0.0473414613777349,"old",8820.44920178127,0.988636363636364,0.988636363636364,2,3
"92",33,100,3000,0.0560374608915425,"old",34804.4240396356,0.988636363636364,0.97752808988764,3,4
"93",33,10,3000,0.0555264454895628,"old",6149.98872127558,1,0.96078431372549,4,4
"94",33,100,3000,0.0562192750415503,"old",34884.8970669991,1,0.96078431372549,4,5
"95",33,10,3000,0.0611636648534082,"old",4487.99989244769,0.987179487179487,0.987179487179487,2,2
"96",33,100,3000,0.0518352647586833,"old",39658.0193302056,0.987179487179487,1,1,1
"97",33,10,3000,0.0530592344107659,"old",8082.80359277612,0.975609756097561,0.987654320987654,3,3
"98",33,100,3000,0.0543259645113819,"old",39066.5332700045,0.98780487804878,0.98780487804878,2,2
"99",33,10,3000,0.0571642458899982,"old",5007.90319400292,0.988505747126437,0.966292134831461,4,4
"100",33,100,3000,0.0532393117438826,"old",38233.234027207,0.988505747126437,0.966292134831461,4,4
