"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","shd"
"1",33,1,100,NA,NA,NA,0.476190476190476,0.333333333333333,31,31
"2",33,10,100,0.0615122864058536,"old",3092.75990044936,0.285714285714286,0.857142857142857,16,16
"3",33,10,100,0.0615122864058536,"br",85.3647326670076,0.523809523809524,0.846153846153846,12,12
"4",33,10,100,0.0615122864058536,"reiter",83.5404529365516,0.428571428571429,0.818181818181818,14,14
"5",33,100,100,0.183246257300489,"old",2956.51488708153,0.476190476190476,0.714285714285714,15,15
"6",33,100,100,0.183246257300489,"br",75.2570355000082,0.476190476190476,0.714285714285714,15,15
"7",33,100,100,0.183246257300489,"reiter",90.2480954409305,0.476190476190476,0.714285714285714,15,15
"8",33,1000,100,0.163794351215837,"old",37281.7678040916,0.523809523809524,0.785714285714286,13,13
"9",33,1000,100,0.163794351215837,"br",78.9025779335232,0.428571428571429,0.75,15,15
"10",33,1000,100,0.163794351215837,"reiter",93.5152416730231,0.428571428571429,0.75,15,15
"11",33,1,100,NA,NA,NA,0.666666666666667,0.516129032258065,23,23
"12",33,10,100,NA,"old",NA,0.333333333333333,1,16,16
"13",33,10,100,NA,"br",NA,0.5,0.923076923076923,13,13
"14",33,10,100,NA,"reiter",NA,0.5,0.923076923076923,13,13
"15",33,100,100,NA,"old",NA,0.583333333333333,0.875,12,12
"16",33,100,100,NA,"br",NA,0.583333333333333,0.875,12,12
"17",33,100,100,NA,"reiter",NA,0.583333333333333,0.875,12,12
"18",33,1000,100,NA,"old",NA,0.583333333333333,0.823529411764706,13,13
"19",33,1000,100,NA,"br",NA,0.583333333333333,0.875,12,12
"20",33,1000,100,NA,"reiter",NA,0.583333333333333,0.875,12,12
"21",33,1,100,NA,NA,NA,0.428571428571429,0.181818181818182,35,35
"22",33,10,100,NA,"old",NA,0.428571428571429,0.75,10,10
"23",33,10,100,NA,"br",NA,0.571428571428571,0.615384615384615,11,11
"24",33,10,100,NA,"reiter",NA,0.5,0.583333333333333,12,12
"25",33,100,100,NA,"old",NA,0.571428571428571,0.571428571428571,12,12
"26",33,100,100,NA,"br",NA,0.571428571428571,0.571428571428571,12,12
"27",33,100,100,NA,"reiter",NA,0.571428571428571,0.571428571428571,12,12
"28",33,1000,100,NA,"old",NA,0.571428571428571,0.533333333333333,13,13
"29",33,1000,100,NA,"br",NA,0.571428571428571,0.571428571428571,12,12
"30",33,1000,100,NA,"reiter",NA,0.571428571428571,0.571428571428571,12,12
"31",33,1,100,NA,NA,NA,0.521739130434783,0.292682926829268,40,40
"32",33,10,100,0.262139938433416,"old",141.819457071375,0.173913043478261,0.8,20,20
"33",33,10,100,0.241160585810485,"br",49.5012931038819,0.391304347826087,0.9,15,15
"34",33,10,100,0.241160585810485,"reiter",36.1369022786449,0.391304347826087,0.9,15,15
"35",33,100,100,0.282194947126255,"old",1264.13903952415,0.478260869565217,0.916666666666667,13,13
"36",33,100,100,0.282194947126255,"br",64.3800225661395,0.478260869565217,0.916666666666667,13,13
"37",33,100,100,0.282194947126255,"reiter",85.2456982088917,0.478260869565217,0.916666666666667,13,13
"38",33,1000,100,0.299397771474934,"old",11144.7123206252,0.391304347826087,0.75,17,17
"39",33,1000,100,0.299397771474934,"br",65.8577560545401,0.347826086956522,0.888888888888889,16,16
"40",33,1000,100,0.299397771474934,"reiter",91.9743272788492,0.391304347826087,0.75,17,17
"41",33,1,100,NA,NA,NA,0.666666666666667,0.41025641025641,31,31
"42",33,10,100,NA,"old",NA,0.208333333333333,0.714285714285714,21,21
"43",33,10,100,NA,"br",NA,0.375,0.818181818181818,17,17
"44",33,10,100,NA,"reiter",NA,0.375,0.818181818181818,17,17
"45",33,100,100,NA,"old",NA,0.416666666666667,0.769230769230769,17,17
"46",33,100,100,NA,"br",NA,0.375,0.75,18,18
"47",33,100,100,NA,"reiter",NA,0.416666666666667,0.769230769230769,17,17
"48",33,1000,100,NA,"old",NA,0.416666666666667,0.769230769230769,17,17
"49",33,1000,100,NA,"br",NA,0.416666666666667,0.833333333333333,16,16
"50",33,1000,100,NA,"reiter",NA,0.416666666666667,0.769230769230769,17,17
"51",33,1,100,NA,NA,NA,0.428571428571429,0.4,34,34
"52",33,10,100,NA,"old",NA,0.178571428571429,1,23,23
"53",33,10,100,NA,"br",NA,0.25,0.7,24,24
"54",33,10,100,NA,"reiter",NA,0.25,0.7,24,24
"55",33,100,100,NA,"old",NA,0.357142857142857,0.833333333333333,20,20
"56",33,100,100,NA,"br",NA,0.357142857142857,0.769230769230769,21,21
"57",33,100,100,NA,"reiter",NA,0.357142857142857,0.833333333333333,20,20
"58",33,1000,100,NA,"old",NA,0.357142857142857,0.714285714285714,22,22
"59",33,1000,100,NA,"br",NA,0.357142857142857,0.769230769230769,21,21
"60",33,1000,100,NA,"reiter",NA,0.357142857142857,0.769230769230769,21,21
"61",33,1,100,NA,NA,NA,0.521739130434783,0.545454545454545,21,21
"62",33,10,100,NA,"old",NA,0.260869565217391,0.75,19,19
"63",33,10,100,NA,"br",NA,0.347826086956522,0.615384615384615,20,20
"64",33,10,100,NA,"reiter",NA,0.347826086956522,0.615384615384615,20,20
"65",33,100,100,0.0584549095065433,"old",29133.9227801539,0.478260869565217,0.846153846153846,14,14
"66",33,100,100,0.0584549095065433,"br",88.7581662823012,0.478260869565217,0.846153846153846,14,14
"67",33,100,100,0.0584549095065433,"reiter",93.9503172186981,0.478260869565217,0.846153846153846,14,14
"68",33,1000,100,0.068400934200887,"old",213727.631509941,0.478260869565217,0.846153846153846,14,14
"69",33,1000,100,0.068400934200887,"br",88.0553256358526,0.478260869565217,0.846153846153846,14,14
"70",33,1000,100,0.068400934200887,"reiter",94.220903177618,0.478260869565217,0.846153846153846,14,14
"71",33,1,100,NA,NA,NA,0.666666666666667,0.516129032258065,23,23
"72",33,10,100,NA,"old",NA,0.416666666666667,0.833333333333333,16,16
"73",33,10,100,NA,"br",NA,0.5,0.705882352941177,17,17
"74",33,10,100,NA,"reiter",NA,0.458333333333333,0.6875,18,18
"75",33,100,100,NA,"old",NA,0.458333333333333,0.785714285714286,16,16
"76",33,100,100,NA,"br",NA,0.458333333333333,0.785714285714286,16,16
"77",33,100,100,NA,"reiter",NA,0.458333333333333,0.785714285714286,16,16
"78",33,1000,100,NA,"old",NA,0.416666666666667,0.714285714285714,18,18
"79",33,1000,100,NA,"br",NA,0.416666666666667,0.769230769230769,17,17
"80",33,1000,100,NA,"reiter",NA,0.416666666666667,0.769230769230769,17,17
"81",33,1,100,NA,NA,NA,0.478260869565217,0.305555555555556,37,37
"82",33,10,100,NA,"old",NA,0.260869565217391,0.857142857142857,18,18
"83",33,10,100,NA,"br",NA,0.304347826086957,0.777777777777778,18,18
"84",33,10,100,NA,"reiter",NA,0.304347826086957,0.7,19,19
"85",33,100,100,NA,"old",NA,0.434782608695652,0.666666666666667,18,18
"86",33,100,100,NA,"br",NA,0.434782608695652,0.714285714285714,17,17
"87",33,100,100,NA,"reiter",NA,0.434782608695652,0.666666666666667,18,18
"88",33,1000,100,NA,"old",NA,0.434782608695652,0.666666666666667,18,18
"89",33,1000,100,NA,"br",NA,0.434782608695652,0.769230769230769,16,16
"90",33,1000,100,NA,"reiter",NA,0.434782608695652,0.769230769230769,16,16
"91",33,1,100,NA,NA,NA,0.538461538461538,0.368421052631579,36,36
"92",33,10,100,0.212200386432936,"old",475.166164508525,0.384615384615385,0.833333333333333,18,19
"93",33,10,100,0.294796076715777,"br",43.3268504027602,0.423076923076923,0.647058823529412,21,23
"94",33,10,100,0.212200386432936,"reiter",46.1589175929506,0.384615384615385,0.666666666666667,21,22
"95",33,100,100,0.127887083867856,"old",6185.10238176138,0.384615384615385,0.714285714285714,20,20
"96",33,100,100,0.127887083867856,"br",81.3628159309763,0.384615384615385,0.666666666666667,21,21
"97",33,100,100,0.127887083867856,"reiter",92.272120506601,0.384615384615385,0.714285714285714,20,20
"98",33,1000,100,0.251166165623252,"old",32362.4434372487,0.423076923076923,0.6875,20,21
"99",33,1000,100,0.117113171117455,"br",83.3937256376316,0.384615384615385,0.666666666666667,21,21
"100",33,1000,100,0.117113171117455,"reiter",93.8956457400732,0.384615384615385,0.666666666666667,21,21
"101",33,1,100,NA,NA,NA,0.529411764705882,0.45,38,38
"102",33,10,100,NA,"old",NA,0.264705882352941,0.9,26,26
"103",33,10,100,0.251721448489564,"br",49.4900034829574,0.588235294117647,0.833333333333333,18,19
"104",33,10,100,0.251721448489564,"reiter",37.404512587701,0.588235294117647,0.833333333333333,18,19
"105",33,100,100,0.114130123205472,"old",10802.4237879853,0.647058823529412,0.814814814814815,17,18
"106",33,100,100,0.114130123205472,"br",82.8107242918048,0.617647058823529,0.807692307692308,18,19
"107",33,100,100,0.114130123205472,"reiter",92.5300062604488,0.647058823529412,0.814814814814815,17,18
"108",33,1000,100,0.123338735993456,"old",94570.951076092,0.647058823529412,0.88,15,16
"109",33,1000,100,0.123338735993456,"br",82.791436849713,0.647058823529412,0.88,15,16
"110",33,1000,100,0.123338735993456,"reiter",93.81898026669,0.647058823529412,0.88,15,16
"111",33,1,100,NA,NA,NA,0.428571428571429,0.290322580645161,34,35
"112",33,10,100,NA,"old",NA,0.0952380952380952,0.285714285714286,24,24
"113",33,10,100,0.235913902353418,"br",50.5263305015761,0.19047619047619,0.444444444444444,22,23
"114",33,10,100,0.300776340428331,"reiter",29.078903238245,0.142857142857143,0.375,23,24
"115",33,100,100,0.31682151521451,"old",988.995233262591,0.285714285714286,0.75,17,17
"116",33,100,100,NA,"br",NA,0.238095238095238,0.714285714285714,18,19
"117",33,100,100,0.31682151521451,"reiter",83.171451101647,0.285714285714286,0.75,17,17
"118",33,1000,100,0.363388141481981,"old",7581.20289290333,0.285714285714286,0.666666666666667,18,18
"119",33,1000,100,0.363388141481981,"br",59.7271435237307,0.285714285714286,0.666666666666667,18,18
"120",33,1000,100,0.363388141481981,"reiter",90.979772854914,0.285714285714286,0.666666666666667,18,18
"121",33,1,100,NA,NA,NA,0.642857142857143,0.486486486486487,29,31
"122",33,10,100,0.202604115708783,"old",319.233165627122,0.321428571428571,1,19,20
"123",33,10,100,0.224737758210936,"br",54.3280665342065,0.428571428571429,0.857142857142857,18,19
"124",33,10,100,0.230301804155536,"reiter",42.522312938636,0.428571428571429,0.857142857142857,18,19
"125",33,100,100,0.262007195327612,"old",1607.47717150179,0.357142857142857,0.909090909090909,19,20
"126",33,100,100,0.262007195327612,"br",66.3827018388914,0.357142857142857,0.909090909090909,19,20
"127",33,100,100,0.262007195327612,"reiter",85.9541942690269,0.357142857142857,0.909090909090909,19,20
"128",33,1000,100,0.263616983020579,"old",15276.8794231335,0.428571428571429,0.857142857142857,18,19
"129",33,1000,100,0.263616983020579,"br",69.0548319079239,0.357142857142857,0.833333333333333,20,21
"130",33,1000,100,0.263616983020579,"reiter",92.0860022193779,0.321428571428571,0.818181818181818,21,22
"131",33,1,100,NA,NA,NA,0.55,0.297297297297297,35,36
"132",33,10,100,NA,"old",NA,0.35,0.777777777777778,15,15
"133",33,10,100,NA,"br",NA,0.35,0.7,16,16
"134",33,10,100,NA,"reiter",NA,0.35,0.7,16,16
"135",33,100,100,0.143802043947448,"old",4796.82979329902,0.4,0.8,14,14
"136",33,100,100,0.143802043947448,"br",79.6160429722967,0.4,0.8,14,14
"137",33,100,100,0.143802043947448,"reiter",91.7578019883556,0.4,0.8,14,14
"138",33,1000,100,NA,"old",NA,0.35,0.7,16,16
"139",33,1000,100,0.141477962418234,"br",81.0502198543693,0.4,0.727272727272727,15,15
"140",33,1000,100,0.141477962418234,"reiter",93.7058277647881,0.4,0.727272727272727,15,15
"141",33,1,100,NA,NA,NA,0.703703703703704,0.475,29,31
"142",33,10,100,NA,"old",NA,0.259259259259259,0.777777777777778,22,22
"143",33,10,100,NA,"br",NA,0.444444444444444,0.75,19,19
"144",33,10,100,NA,"reiter",NA,0.481481481481481,0.8125,17,17
"145",33,100,100,NA,"old",NA,0.518518518518518,0.736842105263158,18,18
"146",33,100,100,NA,"br",NA,0.481481481481481,0.722222222222222,19,19
"147",33,100,100,NA,"reiter",NA,0.518518518518518,0.736842105263158,18,18
"148",33,1000,100,0.181687827777867,"old",30321.6764092002,0.592592592592593,0.761904761904762,16,16
"149",33,1000,100,0.181687827777867,"br",77.180087824246,0.481481481481481,0.764705882352941,18,18
