"network","p","m","n","epoch","df_correction_method","mean_lambda","mean_df","prop_miss","recall","precision","hamming_distance","shd"
"magic_irri",64,100,500,1,"reiter",0.00272522245714482,493.774332246219,0.1,0.977777777777778,0.977777777777778,4,5
"magic_irri",64,100,500,2,"old",0.00149994785934823,Inf,0.1,1,1,0,0
"magic_irri",64,100,500,2,"br",0.00150115567715525,492.984870913333,0.1,0.989247311827957,1,1,2
"magic_irri",64,100,500,2,"reiter",0.00150115567715525,493.716858726084,0.1,0.989247311827957,1,1,2
"magic_irri",64,100,500,3,"old",0.00298090969515211,Inf,0.1,0.951219512195122,0.987341772151899,5,10
"magic_irri",64,100,500,3,"br",0.00297288732108365,492.278945278795,0.1,0.951219512195122,0.987341772151899,5,10
"magic_irri",64,100,500,3,"reiter",0.00297288732108365,493.725218349117,0.1,0.951219512195122,0.987341772151899,5,10
"magic_irri",64,100,500,4,"old",0.00203767530822647,Inf,0.1,0.978021978021978,1,2,2
"magic_irri",64,100,500,4,"br",0.00203689310721926,492.837198720976,0.1,0.978021978021978,1,2,2
"magic_irri",64,100,500,4,"reiter",0.00203689310721926,493.830461210069,0.1,0.978021978021978,1,2,2
"magic_irri",64,100,500,5,"old",0.00235041706049225,Inf,0.1,0.956043956043956,0.988636363636364,5,7
"magic_irri",64,100,500,5,"br",0.00236950593774514,492.59267085608,0.1,0.956043956043956,0.988636363636364,5,7
"magic_irri",64,100,500,5,"reiter",0.00236950593774514,493.748250379723,0.1,0.956043956043956,0.988636363636364,5,7
"magic_irri",64,100,500,6,"old",0.00359736134008085,Inf,0.1,0.978723404255319,0.968421052631579,5,10
"magic_irri",64,100,500,6,"br",0.0034432674805458,491.830149413715,0.1,0.968085106382979,0.968085106382979,6,11
"magic_irri",64,100,500,6,"reiter",0.0034432674805458,493.503461200884,0.1,0.968085106382979,0.968085106382979,6,11
"magic_irri",64,100,500,7,"old",0.00374126698963386,Inf,0.1,0.98,1,2,3
"magic_irri",64,100,500,7,"br",0.00376352089080044,491.30338264117,0.1,0.97,1,3,4
"magic_irri",64,100,500,7,"reiter",0.00376352089080044,493.132656146776,0.1,0.97,1,3,4
"magic_irri",64,100,500,8,"old",0.00379200733642688,Inf,0.1,0.976190476190476,0.987951807228916,3,5
"magic_irri",64,100,500,8,"br",0.00361786039464067,491.784365693606,0.1,0.964285714285714,0.98780487804878,4,6
"magic_irri",64,100,500,8,"reiter",0.00361786039464067,493.541369455765,0.1,0.964285714285714,0.98780487804878,4,6
"magic_irri",64,100,500,9,"old",0.00285953542506727,Inf,0.1,0.976190476190476,0.976190476190476,4,5
"magic_irri",64,100,500,9,"br",0.0028585491715934,492.58306769513,0.1,0.976190476190476,0.976190476190476,4,5
"magic_irri",64,100,500,9,"reiter",0.0028585491715934,493.976434224943,0.1,0.976190476190476,0.976190476190476,4,5
"magic_irri",64,100,500,10,"old",0.00293085712877383,Inf,0.1,0.966666666666667,1,3,4
"magic_irri",64,100,500,10,"br",0.00293334526923047,492.382978434624,0.1,0.966666666666667,1,3,4
"magic_irri",64,100,500,10,"reiter",0.00293334526923047,493.812196333573,0.1,0.966666666666667,1,3,4
"magic_irri",64,100,500,1,"old",0.0142398301381832,4815493.16326978,0.5,0.901098901098901,0.942528735632184,14,20
"magic_irri",64,100,500,1,"br",0.0141060694677343,486.094328629495,0.5,0.89010989010989,0.964285714285714,13,20
"magic_irri",64,100,500,1,"reiter",0.0142312335870623,492.783160414548,0.5,0.901098901098901,0.964705882352941,12,19
"magic_irri",64,100,500,2,"old",0.0133426698988588,141270607.925677,0.5,0.947916666666667,0.947916666666667,10,19
"magic_irri",64,100,500,2,"br",0.013248241057441,486.562393380659,0.5,0.9375,0.957446808510638,10,19
"magic_irri",64,100,500,2,"reiter",0.013248241057441,492.964607941151,0.5,0.9375,0.957446808510638,10,19
"magic_irri",64,100,500,3,"old",0.0132395356671444,24507290.8471616,0.5,0.924731182795699,0.966292134831461,10,17
"magic_irri",64,100,500,3,"br",0.0132433445708386,486.608183588031,0.5,0.924731182795699,0.966292134831461,10,16
"magic_irri",64,100,500,3,"reiter",0.0132433445708386,493.004532018093,0.5,0.924731182795699,0.966292134831461,10,16
"magic_irri",64,100,500,4,"old",0.015404087398314,52217985.8682614,0.5,0.945054945054945,0.934782608695652,11,15
"magic_irri",64,100,500,4,"br",0.0153985434017234,485.579645961421,0.5,0.945054945054945,0.934782608695652,11,15
"magic_irri",64,100,500,4,"reiter",0.0153985434017234,492.985616735649,0.5,0.945054945054945,0.934782608695652,11,15
"magic_irri",64,100,500,5,"old",0.0148615048192917,9196197.32370954,0.5,0.950980392156863,0.97979797979798,7,10
"magic_irri",64,100,500,5,"br",0.0148610804286466,485.777906168964,0.5,0.950980392156863,0.97979797979798,7,10
"magic_irri",64,100,500,5,"reiter",0.0148610804286466,492.935822187252,0.5,0.950980392156863,0.97979797979798,7,10
"magic_irri",64,100,500,6,"old",0.0141027453798246,761213687.523427,0.5,0.939759036144578,0.962962962962963,8,13
"magic_irri",64,100,500,6,"br",0.0141019470908762,486.248847767381,0.5,0.939759036144578,0.962962962962963,8,13
"magic_irri",64,100,500,6,"reiter",0.0141019470908762,493.057097994453,0.5,0.939759036144578,0.962962962962963,8,13
"magic_irri",64,100,500,7,"old",0.0144183864447831,238375068.941587,0.5,0.91566265060241,0.95,11,20
"magic_irri",64,100,500,7,"br",0.0144100141538067,486.420010723222,0.5,0.91566265060241,0.95,11,20
"magic_irri",64,100,500,7,"reiter",0.0144100141538067,493.377392448464,0.5,0.91566265060241,0.95,11,20
"magic_irri",64,100,500,8,"old",0.0126070153888005,24373460.1500768,0.5,0.964285714285714,0.964285714285714,6,11
"magic_irri",64,100,500,8,"br",0.0126567581366658,486.801307704691,0.5,0.952380952380952,0.963855421686747,7,13
"magic_irri",64,100,500,8,"reiter",0.0126567581366658,492.912751575766,0.5,0.952380952380952,0.963855421686747,7,13
"magic_irri",64,100,500,9,"old",0.0145386971629619,22983268.9281161,0.5,0.94047619047619,0.929411764705882,11,15
"magic_irri",64,100,500,9,"br",0.0145595206584096,485.987509156627,0.5,0.94047619047619,0.929411764705882,11,15
"magic_irri",64,100,500,9,"reiter",0.0145595206584096,493.011258086389,0.5,0.94047619047619,0.929411764705882,11,15
"magic_irri",64,100,500,10,"old",0.0136454392296959,Inf,0.5,0.968085106382979,0.919191919191919,11,14
"magic_irri",64,100,500,10,"br",0.013645765843172,486.377950520315,0.5,0.957446808510638,0.918367346938776,12,15
"magic_irri",64,100,500,10,"reiter",0.013645765843172,492.957692796599,0.5,0.957446808510638,0.918367346938776,12,15
"magic_irri",64,100,500,1,"old",0.0275074589105547,573913.037582311,0.9,0.83695652173913,0.927710843373494,21,24
"magic_irri",64,100,500,1,"br",0.0275408086397115,477.876685347952,0.9,0.83695652173913,0.927710843373494,21,24
"magic_irri",64,100,500,1,"reiter",0.0275408086397115,490.951968706439,0.9,0.83695652173913,0.927710843373494,21,24
"magic_irri",64,100,500,2,"old",0.027325144424455,390847.177771578,0.9,0.943181818181818,0.932584269662921,11,20
"magic_irri",64,100,500,2,"br",0.027325144424455,478.28909028007,0.9,0.943181818181818,0.932584269662921,11,20
"magic_irri",64,100,500,2,"reiter",0.027325144424455,491.263500798523,0.9,0.943181818181818,0.932584269662921,11,20
"magic_irri",64,100,500,3,"old",0.0262993516484731,559204.660532381,0.9,0.94047619047619,0.94047619047619,10,19
"magic_irri",64,100,500,3,"br",0.0263074925612487,478.833645999049,0.9,0.94047619047619,0.94047619047619,10,19
"magic_irri",64,100,500,3,"reiter",0.0263074925612487,491.342972755982,0.9,0.94047619047619,0.94047619047619,10,19
"magic_irri",64,100,500,4,"old",0.02516175529803,592555.4618008,0.9,0.929411764705882,0.908045977011494,14,21
"magic_irri",64,100,500,4,"br",0.0251107130791231,479.36135381705,0.9,0.917647058823529,0.906976744186046,15,22
"magic_irri",64,100,500,4,"reiter",0.0251107130791231,491.33075403772,0.9,0.917647058823529,0.906976744186046,15,22
"magic_irri",64,100,500,5,"old",0.0263148322184788,504222.975491847,0.9,0.885057471264368,0.916666666666667,17,22
"magic_irri",64,100,500,5,"br",0.0262066105199774,479.14706402646,0.9,0.885057471264368,0.916666666666667,17,22
"magic_irri",64,100,500,5,"reiter",0.0262066105199774,491.618433784205,0.9,0.885057471264368,0.916666666666667,17,22
"magic_irri",64,100,500,6,"old",0.0260701796769476,411640.491794492,0.9,0.906976744186046,0.951219512195122,12,16
"magic_irri",64,100,500,6,"br",0.0260735510279778,479.042723592967,0.9,0.895348837209302,0.950617283950617,13,18
"magic_irri",64,100,500,6,"reiter",0.0260735510279778,491.43839896175,0.9,0.895348837209302,0.950617283950617,13,18
"magic_irri",64,100,500,7,"old",0.026482225363411,383558.382453085,0.9,0.977011494252874,0.913978494623656,10,11
"magic_irri",64,100,500,7,"br",0.0265002730612818,478.458937179297,0.9,0.977011494252874,0.913978494623656,10,11
"magic_irri",64,100,500,7,"reiter",0.0265002730612818,491.027152357853,0.9,0.977011494252874,0.913978494623656,10,11
"magic_irri",64,100,500,8,"old",0.0247701722156391,501694.689377339,0.9,0.936708860759494,0.925,11,18
"magic_irri",64,100,500,8,"br",0.024772044602412,480.248614449862,0.9,0.936708860759494,0.925,11,18
"magic_irri",64,100,500,8,"reiter",0.024772044602412,492.067719703581,0.9,0.936708860759494,0.925,11,18
"magic_irri",64,100,500,9,"old",0.0258596065169192,436332.960691926,0.9,0.963855421686747,0.941176470588235,8,10
"magic_irri",64,100,500,9,"br",0.0258589463001093,479.255343422858,0.9,0.963855421686747,0.941176470588235,8,10
"magic_irri",64,100,500,9,"reiter",0.0258589463001093,491.56202669415,0.9,0.963855421686747,0.941176470588235,8,10
"magic_irri",64,100,500,10,"old",0.0260337354501957,512281.905081695,0.9,0.963414634146341,0.918604651162791,10,18
"magic_irri",64,100,500,10,"br",0.0260951497837712,479.287293436286,0.9,0.963414634146341,0.918604651162791,10,18
"magic_irri",64,100,500,10,"reiter",0.0260951497837712,491.698702348067,0.9,0.963414634146341,0.918604651162791,10,18
"magic_irri",64,100,100,1,"old",0.00914689084188941,Inf,0.1,0.96078431372549,0.942307692307692,5,10
"magic_irri",64,100,100,1,"br",0.00876188583933947,93.7942142450822,0.1,0.92156862745098,0.959183673469388,6,12
"magic_irri",64,100,100,1,"reiter",0.00876188583933947,94.5628623925899,0.1,0.92156862745098,0.959183673469388,6,12
"magic_irri",64,100,100,2,"old",0.00362513228319717,Inf,0.1,0.929824561403509,1,4,6
"magic_irri",64,100,100,2,"br",0.00370112520843338,94.3311890967181,0.1,0.859649122807018,1,8,14
"magic_irri",64,100,100,2,"reiter",0.00370112520843338,94.6575257979127,0.1,0.859649122807018,1,8,14
"magic_irri",64,100,100,3,"old",0.00540485840562166,Inf,0.1,0.980392156862745,0.943396226415094,4,8
"magic_irri",64,100,100,3,"br",0.00545172966075278,94.2429965290854,0.1,0.941176470588235,0.941176470588235,6,10
"magic_irri",64,100,100,3,"reiter",0.00545172966075278,94.7237205549189,0.1,0.941176470588235,0.941176470588235,6,10
"magic_irri",64,100,100,4,"old",0.00440095453306695,Inf,0.1,0.979166666666667,1,1,3
"magic_irri",64,100,100,4,"br",0.00448220431331514,94.315640538881,0.1,0.979166666666667,1,1,5
"magic_irri",64,100,100,4,"reiter",0.00448220431331514,94.7143370093318,0.1,0.979166666666667,1,1,5
"magic_irri",64,100,100,5,"old",0.00365677792004374,Inf,0.1,0.925925925925926,0.980392156862745,5,7
"magic_irri",64,100,100,5,"br",0.0038241823869433,94.3234144354973,0.1,0.925925925925926,1,4,7
"magic_irri",64,100,100,5,"reiter",0.0038241823869433,94.6609845847608,0.1,0.925925925925926,1,4,7
"magic_irri",64,100,100,6,"old",0.00510914392755632,Inf,0.1,0.890909090909091,1,6,7
"magic_irri",64,100,100,6,"br",0.00504007727293183,94.266302395641,0.1,0.890909090909091,1,6,8
"magic_irri",64,100,100,6,"reiter",0.00504007727293183,94.7124322620994,0.1,0.890909090909091,1,6,8
"magic_irri",64,100,100,7,"old",0.00455942016826429,Inf,0.1,0.962962962962963,0.981132075471698,3,5
"magic_irri",64,100,100,7,"br",0.0045478718333649,94.2223283519623,0.1,0.925925925925926,0.980392156862745,5,7
"magic_irri",64,100,100,7,"reiter",0.0045478718333649,94.6209662209491,0.1,0.925925925925926,0.980392156862745,5,7
"magic_irri",64,100,100,8,"old",0.00900039920660812,Inf,0.1,0.928571428571429,0.975,4,9
"magic_irri",64,100,100,8,"br",0.00896508069667613,93.8649428682951,0.1,0.880952380952381,0.948717948717949,7,12
"magic_irri",64,100,100,8,"reiter",0.00896508069667613,94.6435606745214,0.1,0.880952380952381,0.948717948717949,7,12
"magic_irri",64,100,100,9,"old",0.00740969757499277,Inf,0.1,0.959183673469388,0.979166666666667,3,4
"magic_irri",64,100,100,9,"br",0.00730203168224603,94.0208187673097,0.1,0.959183673469388,0.979166666666667,3,4
"magic_irri",64,100,100,9,"reiter",0.00730203168224603,94.6646002555954,0.1,0.959183673469388,0.979166666666667,3,4
"magic_irri",64,100,100,10,"old",0.0051030307739577,Inf,0.1,0.963636363636364,1,2,4
"magic_irri",64,100,100,10,"br",0.00509759610495512,94.0915319379106,0.1,0.945454545454545,1,3,5
"magic_irri",64,100,100,10,"reiter",0.00509759610495512,94.5400099179231,0.1,0.945454545454545,1,3,5
"magic_irri",64,100,100,1,"old",0.0356148557317244,Inf,0.5,0.763636363636364,0.875,19,28
"magic_irri",64,100,100,1,"br",0.0354865270595409,91.2003173056659,0.5,0.781818181818182,0.895833333333333,17,25
"magic_irri",64,100,100,1,"reiter",0.0354865270595409,94.2254684694426,0.5,0.781818181818182,0.895833333333333,17,25
"magic_irri",64,100,100,2,"old",0.0339273273767836,Inf,0.5,0.795918367346939,0.866666666666667,16,25
"magic_irri",64,100,100,2,"br",0.0339178317494,91.3334753048177,0.5,0.775510204081633,0.844444444444444,18,28
"magic_irri",64,100,100,2,"reiter",0.0339178317494,94.2617346287382,0.5,0.775510204081633,0.844444444444444,18,28
"magic_irri",64,100,100,3,"old",0.0271559463373395,Inf,0.5,0.857142857142857,0.888888888888889,14,19
"magic_irri",64,100,100,3,"br",0.0272008595139137,91.9769776958277,0.5,0.875,0.907407407407407,12,15
"magic_irri",64,100,100,3,"reiter",0.0272392488005828,94.3287341636277,0.5,0.875,0.907407407407407,12,15
"magic_irri",64,100,100,4,"old",0.027508932354777,Inf,0.5,0.909090909090909,0.87719298245614,12,20
"magic_irri",64,100,100,4,"br",0.0276289710240667,91.8875709581698,0.5,0.909090909090909,0.909090909090909,10,17
"magic_irri",64,100,100,4,"reiter",0.0276453185095475,94.2907835155405,0.5,0.909090909090909,0.892857142857143,11,18
"magic_irri",64,100,100,5,"old",0.0297163916511705,Inf,0.5,0.788461538461538,0.931818181818182,14,21
"magic_irri",64,100,100,5,"br",0.0298392066389364,91.8172959095797,0.5,0.788461538461538,0.931818181818182,14,21
"magic_irri",64,100,100,5,"reiter",0.0298392066389364,94.4374182270822,0.5,0.788461538461538,0.931818181818182,14,21
"magic_irri",64,100,100,6,"old",0.025049109730798,Inf,0.5,0.905660377358491,0.923076923076923,9,14
"magic_irri",64,100,100,6,"br",0.0249481689078377,92.192769770714,0.5,0.886792452830189,0.92156862745098,10,15
"magic_irri",64,100,100,6,"reiter",0.0251627486595091,94.3815802137023,0.5,0.886792452830189,0.92156862745098,10,15
"magic_irri",64,100,100,7,"old",0.0259263059194578,Inf,0.5,0.890909090909091,0.924528301886792,10,17
"magic_irri",64,100,100,7,"br",0.0259453851342355,92.1601411280673,0.5,0.818181818181818,0.918367346938776,14,22
"magic_irri",64,100,100,7,"reiter",0.0259453851342355,94.431184295872,0.5,0.818181818181818,0.918367346938776,14,22
"magic_irri",64,100,100,8,"old",0.0395163046376493,Inf,0.5,0.847826086956522,0.906976744186046,11,17
"magic_irri",64,100,100,8,"br",0.0394918269355868,90.7406648931388,0.5,0.826086956521739,0.926829268292683,11,19
"magic_irri",64,100,100,8,"reiter",0.0394918269355868,94.1310677727659,0.5,0.826086956521739,0.926829268292683,11,19
"magic_irri",64,100,100,9,"old",0.0317802579760131,Inf,0.5,0.814814814814815,0.916666666666667,14,20
"magic_irri",64,100,100,9,"br",0.0317311901278064,91.6303200190501,0.5,0.796296296296296,0.934782608695652,14,22
"magic_irri",64,100,100,9,"reiter",0.0317311901278064,94.3979794017257,0.5,0.796296296296296,0.934782608695652,14,22
"magic_irri",64,100,100,10,"old",0.0383008786334311,Inf,0.5,0.844827586206897,0.96078431372549,11,19
"magic_irri",64,100,100,10,"br",0.0378640574069535,90.8368635153701,0.5,0.810344827586207,0.959183673469388,13,21
"magic_irri",64,100,100,10,"reiter",0.0382128338778759,94.0933186405593,0.5,0.827586206896552,0.96,12,20
"magic_irri",64,100,100,1,"old",0.0573738656448421,Inf,0.9,0.74,0.822222222222222,21,31
"magic_irri",64,100,100,1,"br",0.0580498626924218,88.845888510678,0.9,0.72,0.857142857142857,20,29
"magic_irri",64,100,100,1,"reiter",0.0580407926460505,93.7298076430888,0.9,0.72,0.857142857142857,20,29
"magic_irri",64,100,100,2,"old",0.06038576768952,Inf,0.9,0.701754385964912,0.851063829787234,24,34
"magic_irri",64,100,100,2,"br",0.060466287287099,88.5757576695855,0.9,0.649122807017544,0.86046511627907,26,37
"magic_irri",64,100,100,2,"reiter",0.0605302418827955,93.6849537477105,0.9,0.649122807017544,0.86046511627907,26,37
"magic_irri",64,100,100,3,"old",0.0507978015528062,Inf,0.9,0.781818181818182,0.895833333333333,17,24
"magic_irri",64,100,100,3,"br",0.0506800289166884,89.6017119508978,0.9,0.763636363636364,0.91304347826087,17,25
"magic_irri",64,100,100,3,"reiter",0.05068785842105,93.96901906069,0.9,0.763636363636364,0.91304347826087,17,25
"magic_irri",64,100,100,4,"old",0.0564399527645295,Inf,0.9,0.735849056603774,0.886363636363636,19,27
"magic_irri",64,100,100,4,"br",0.0563468538848611,89.0148767944253,0.9,0.716981132075472,0.883720930232558,20,27
"magic_irri",64,100,100,4,"reiter",0.0564802778345125,93.8397831416613,0.9,0.716981132075472,0.883720930232558,20,27
"magic_irri",64,100,100,5,"old",0.0587695659682552,Inf,0.9,0.813953488372093,0.777777777777778,18,26
"magic_irri",64,100,100,5,"br",0.0590481111892819,88.7501818627252,0.9,0.790697674418605,0.790697674418605,18,26
"magic_irri",64,100,100,5,"reiter",0.0590481111892819,93.7446460547368,0.9,0.790697674418605,0.790697674418605,18,26
"magic_irri",64,100,100,6,"old",0.048954361470191,Inf,0.9,0.706896551724138,0.854166666666667,24,36
"magic_irri",64,100,100,6,"br",0.0485952756923297,89.7640262118718,0.9,0.672413793103448,0.886363636363636,24,36
"magic_irri",64,100,100,6,"reiter",0.0485952756923297,93.9701567404537,0.9,0.672413793103448,0.886363636363636,24,36
"magic_irri",64,100,100,7,"old",0.0576437342106185,Inf,0.9,0.795454545454545,0.777777777777778,19,27
"magic_irri",64,100,100,7,"br",0.0572897242999999,88.9728283161838,0.9,0.772727272727273,0.80952380952381,18,27
"magic_irri",64,100,100,7,"reiter",0.0574288396549716,93.8987612800956,0.9,0.772727272727273,0.80952380952381,18,28
"magic_irri",64,100,100,8,"old",0.0570018916805995,Inf,0.9,0.886363636363636,0.847826086956522,12,18
"magic_irri",64,100,100,8,"br",0.0565466299568302,89.0016685601681,0.9,0.863636363636364,0.844444444444444,13,19
"magic_irri",64,100,100,8,"reiter",0.0565466299568302,93.8340290579621,0.9,0.863636363636364,0.844444444444444,13,19
"magic_irri",64,100,100,9,"old",0.0540412169752805,Inf,0.9,0.779661016949153,0.807017543859649,24,32
"magic_irri",64,100,100,9,"br",0.0537930148988838,89.2324295460066,0.9,0.76271186440678,0.818181818181818,24,34
"magic_irri",64,100,100,9,"reiter",0.0541611651899334,93.8201008715394,0.9,0.779661016949153,0.821428571428571,23,32
"magic_irri",64,100,100,10,"old",0.0569362934841805,Inf,0.9,0.816326530612245,0.816326530612245,18,23
"magic_irri",64,100,100,10,"br",0.0570958459938806,88.9666493780701,0.9,0.816326530612245,0.816326530612245,18,25
"magic_irri",64,100,100,10,"reiter",0.0570958459938806,93.8192952209692,0.9,0.816326530612245,0.816326530612245,18,25
"magic_irri",64,100,25,1,"old",0,Inf,0.1,0.956521739130435,0.916666666666667,3,5
"magic_irri",64,100,25,1,"br",0,20.1326013544515,0.1,0.826086956521739,0.826086956521739,8,12
"magic_irri",64,100,25,1,"reiter",0,20.1326013544515,0.1,0.826086956521739,0.826086956521739,8,12
"magic_irri",64,100,25,2,"old",0.0410964486913047,Inf,0.1,0.84,1,4,4
"magic_irri",64,100,25,2,"br",0.0425679327876685,19.2571853919338,0.1,0.68,0.944444444444444,9,14
"magic_irri",64,100,25,2,"reiter",0.0425679327876685,19.6804864406988,0.1,0.68,0.944444444444444,9,14
"magic_irri",64,100,25,3,"old",0.019689023232929,Inf,0.1,0.92,0.92,4,4
"magic_irri",64,100,25,3,"br",0.0205604372048248,19.6961563768278,0.1,0.8,0.909090909090909,7,8
"magic_irri",64,100,25,3,"reiter",0.0205604372048248,19.9150083595306,0.1,0.8,0.909090909090909,7,8
"magic_irri",64,100,25,4,"old",0.0231201859050483,Inf,0.1,0.870967741935484,0.9,7,10
"magic_irri",64,100,25,4,"br",0.0243163956931806,19.6292665853886,0.1,0.709677419354839,0.916666666666667,11,17
"magic_irri",64,100,25,4,"reiter",0.0243163956931806,19.848636210337,0.1,0.709677419354839,0.916666666666667,11,17
"magic_irri",64,100,25,5,"old",0.0296874380452735,Inf,0.1,0.888888888888889,0.923076923076923,5,6
"magic_irri",64,100,25,5,"br",0.0312138509818061,19.5112069299614,0.1,0.62962962962963,0.894736842105263,12,18
"magic_irri",64,100,25,5,"reiter",0.0312138509818061,19.8189672283969,0.1,0.62962962962963,0.894736842105263,12,18
"magic_irri",64,100,25,6,"old",0.0209204593128604,Inf,0.1,0.875,1,4,6
"magic_irri",64,100,25,6,"br",0.0226587608760395,19.6501384518355,0.1,0.6875,0.916666666666667,12,15
"magic_irri",64,100,25,6,"reiter",0.0226587608760395,19.8726244502819,0.1,0.6875,0.916666666666667,12,15
"magic_irri",64,100,25,7,"old",0.0289325658032299,Inf,0.1,0.828571428571429,0.966666666666667,7,10
"magic_irri",64,100,25,7,"br",0.0306242377504523,19.5116678760835,0.1,0.685714285714286,0.923076923076923,13,26
"magic_irri",64,100,25,7,"reiter",0.0306242377504523,19.8230590950171,0.1,0.685714285714286,0.923076923076923,13,26
"magic_irri",64,100,25,8,"old",0,Inf,0.1,1,1,0,0
"magic_irri",64,100,25,8,"br",0,20.1513327032136,0.1,0.826086956521739,0.904761904761905,6,8
"magic_irri",64,100,25,8,"reiter",0,20.1513327032136,0.1,0.826086956521739,0.904761904761905,6,8
"magic_irri",64,100,25,9,"old",0,Inf,0.1,0.894736842105263,0.944444444444444,3,3
"magic_irri",64,100,25,9,"br",0,20.1246641791045,0.1,0.473684210526316,0.818181818181818,12,13
"magic_irri",64,100,25,9,"reiter",0,20.1246641791045,0.1,0.473684210526316,0.818181818181818,12,13
"magic_irri",64,100,25,10,"old",0.0329552303857565,Inf,0.1,0.931034482758621,0.9,5,6
"magic_irri",64,100,25,10,"br",0.0355317547425635,19.3705888258677,0.1,0.689655172413793,0.909090909090909,11,14
"magic_irri",64,100,25,10,"reiter",0.0355317547425635,19.7265131767067,0.1,0.689655172413793,0.909090909090909,11,14
"magic_irri",64,100,25,1,"old",0.0703356635711377,Inf,0.5,0.653846153846154,0.894736842105263,11,13
"magic_irri",64,100,25,1,"br",0.073219027014525,18.6399802971472,0.5,0.576923076923077,0.9375,12,16
"magic_irri",64,100,25,1,"reiter",0.073219027014525,19.3625548857535,0.5,0.576923076923077,0.9375,12,16
"magic_irri",64,100,25,2,"old",0.0676756452641189,Inf,0.5,0.625,0.75,14,16
"magic_irri",64,100,25,2,"br",0.0712214333628713,18.7062637397293,0.5,0.583333333333333,0.823529411764706,13,14
"magic_irri",64,100,25,2,"reiter",0.0712214333628713,19.3037496370791,0.5,0.583333333333333,0.823529411764706,13,14
"magic_irri",64,100,25,3,"old",0.0618834732780351,Inf,0.5,0.826086956521739,0.904761904761905,6,6
"magic_irri",64,100,25,3,"br",0.0646004373648371,18.8025118544254,0.5,0.608695652173913,1,9,9
"magic_irri",64,100,25,3,"reiter",0.0646004373648371,19.4265227897507,0.5,0.608695652173913,1,9,9
"magic_irri",64,100,25,4,"old",0.0625064954842841,Inf,0.5,0.695652173913043,0.941176470588235,8,10
"magic_irri",64,100,25,4,"br",0.0647457373850395,18.8225085435201,0.5,0.565217391304348,0.8125,13,15
"magic_irri",64,100,25,4,"reiter",0.0647457373850395,19.455428037918,0.5,0.565217391304348,0.8125,13,15
"magic_irri",64,100,25,5,"old",0.0554530199350267,Inf,0.5,0.761904761904762,0.941176470588235,6,8
"magic_irri",64,100,25,5,"br",0.0593174244880021,18.9167404366106,0.5,0.619047619047619,0.866666666666667,10,11
"magic_irri",64,100,25,5,"reiter",0.0593174244880021,19.4979110554361,0.5,0.619047619047619,0.866666666666667,10,11
"magic_irri",64,100,25,6,"old",0.100189461872037,Inf,0.5,0.592592592592593,0.727272727272727,17,18
"magic_irri",64,100,25,6,"br",0.102019136096179,18.0645674914726,0.5,0.555555555555556,0.714285714285714,18,20
"magic_irri",64,100,25,6,"reiter",0.102019136096179,19.1009264813177,0.5,0.555555555555556,0.714285714285714,18,20
"magic_irri",64,100,25,7,"old",0.09167433109173,Inf,0.5,0.764705882352941,0.866666666666667,6,8
"magic_irri",64,100,25,7,"br",0.0926182566632113,18.2528230102714,0.5,0.470588235294118,0.666666666666667,13,17
"magic_irri",64,100,25,7,"reiter",0.0932247036104326,19.1589127606991,0.5,0.470588235294118,0.727272727272727,12,16
"magic_irri",64,100,25,8,"old",0.0960903312120698,Inf,0.5,0.518518518518518,0.636363636363636,21,25
"magic_irri",64,100,25,8,"br",0.0997140238065432,18.0843637654694,0.5,0.444444444444444,0.571428571428571,24,29
"magic_irri",64,100,25,8,"reiter",0.0997140238065432,19.008739170142,0.5,0.444444444444444,0.571428571428571,24,29
"magic_irri",64,100,25,9,"old",0.0482329063016145,Inf,0.5,0.793103448275862,0.851851851851852,10,12
"magic_irri",64,100,25,9,"br",0.0503857913897552,19.0977395572283,0.5,0.758620689655172,0.916666666666667,9,12
"magic_irri",64,100,25,9,"reiter",0.0503857913897552,19.6051463299222,0.5,0.758620689655172,0.916666666666667,9,12
"magic_irri",64,100,25,10,"old",0.10655478872766,Inf,0.5,0.607142857142857,0.772727272727273,16,18
"magic_irri",64,100,25,10,"br",0.111151839104194,17.8835299820732,0.5,0.357142857142857,0.666666666666667,23,27
"magic_irri",64,100,25,10,"reiter",0.111151839104194,18.9953505594371,0.5,0.357142857142857,0.666666666666667,23,27
"magic_irri",64,100,25,1,"old",0.10655478872766,Inf,0.9,0.161290322580645,0.227272727272727,43,46
"magic_irri",64,100,25,1,"br",0.111151839104194,17.8835299820732,0.9,0.129032258064516,0.266666666666667,38,40
"magic_irri",64,100,25,1,"reiter",0.111151839104194,18.9953505594371,0.9,0.129032258064516,0.266666666666667,38,40
"magic_irri",64,100,25,2,"old",0.150040799935072,Inf,0.9,0.384615384615385,0.5,26,30
"magic_irri",64,100,25,2,"br",0.153048552801175,17.0296675147089,0.9,0.346153846153846,0.5625,24,26
"magic_irri",64,100,25,2,"reiter",0.153385856688528,18.5133707118577,0.9,0.346153846153846,0.5625,24,26
"magic_irri",64,100,25,3,"old",0.129384215033606,Inf,0.9,0.56,0.823529411764706,14,19
"magic_irri",64,100,25,3,"br",0.132860029981243,17.4450867428792,0.9,0.56,0.933333333333333,12,16
"magic_irri",64,100,25,3,"reiter",0.132860029981243,18.7369008079687,0.9,0.56,0.933333333333333,12,16
