"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","shd"
"1",33,10,100,0.214482742829301,"old",5478.99885346424,0.444444444444444,0.727272727272727,13,14
"2",33,100,100,0.220320046197763,"old",55364.01065442,0.388888888888889,0.777777777777778,13,15
"3",33,10,100,0.187618273570298,"old",2211434.32422316,0.578947368421053,0.733333333333333,12,14
"4",33,100,100,0.202304615215764,"old",1049201.38485039,0.631578947368421,0.705882352941177,12,17
"5",33,10,100,0.254828270718602,"old",539.237640631446,0.538461538461538,0.538461538461538,12,17
"6",33,100,100,0.25044345049614,"old",3626.66602602675,0.461538461538462,0.428571428571429,15,18
"7",33,10,100,0.369832775332402,"old",6981.7213381817,0.428571428571429,0.818181818181818,14,21
"8",33,100,100,0.369663976600977,"old",7795.40563104996,0.285714285714286,0.6,19,25
"9",33,10,100,0.277955495584285,"old",9105.00669925331,0.375,0.666666666666667,13,18
"10",33,100,100,0.264624110341955,"old",110389.298803352,0.5,0.666666666666667,12,16
"11",33,10,100,0.288556266530816,"old",393.811611061502,0.173913043478261,0.4,25,27
"12",33,100,100,0.269730714985478,"old",3405.87722287368,0.391304347826087,0.818181818181818,16,20
"13",33,10,100,0.228396328856869,"old",1002.86179398456,0.473684210526316,0.692307692307692,14,17
"14",33,100,100,0.234558735420159,"old",6667.02790394085,0.473684210526316,0.75,13,18
"15",33,10,100,0.243464164157232,"old",653.062292069749,0.409090909090909,0.818181818181818,15,23
"16",33,100,100,0.242321909996172,"old",5086.16542500467,0.409090909090909,0.9,14,21
"17",33,10,100,0.297688637022673,"old",40624.2655997287,0.388888888888889,0.5,18,20
"18",33,100,100,0.270915353246753,"old",360713.480098769,0.444444444444444,0.615384615384615,15,17
"19",33,10,100,0.285833555410852,"old",Inf,0.173913043478261,0.444444444444444,24,27
"20",33,100,100,0.285657552751009,"old",Inf,0.304347826086957,0.583333333333333,21,25
"21",33,10,100,0.262648250853655,"old",Inf,0.407407407407407,0.733333333333333,20,25
"22",33,100,100,0.263263336190262,"old",Inf,0.481481481481481,0.8125,17,22
"23",33,10,100,0.273878564211563,"old",736.500578161797,0.375,0.545454545454545,15,16
"24",33,100,100,0.272445358504638,"old",11249.2983941328,0.1875,0.5,16,17
"25",33,10,100,0.30722948795901,"old",1672.6051295585,0.391304347826087,0.818181818181818,16,22
"26",33,100,100,0.295553637102503,"old",46014.5418868357,0.478260869565217,0.846153846153846,14,20
"27",33,10,100,0.278099513910305,"old",1164.1975742911,0.5,0.615384615384615,13,15
"28",33,100,100,0.289961673005335,"old",6969.09192124914,0.5,0.727272727272727,11,12
"29",33,10,100,0.28115693139977,"old",2411.83363553711,0.521739130434783,0.8,14,19
"30",33,100,100,0.270972042116276,"old",32022.3215726736,0.652173913043478,0.789473684210526,12,18
"31",33,10,100,0.263351201045644,"old",1562.52795980388,0.238095238095238,0.5,21,23
"32",33,100,100,0.26281873888872,"old",18150.0340955609,0.333333333333333,0.875,15,16
"33",33,10,100,0.262267861680824,"old",5492043.64856413,0.3,0.75,16,21
"34",33,100,100,0.261390201432692,"old",229670634.495302,0.45,0.9,12,15
"35",33,10,100,0.234846961899321,"old",5534.53545100049,0.434782608695652,0.666666666666667,18,23
"36",33,100,100,0.241947914151351,"old",42829.88708154,0.347826086956522,0.666666666666667,19,20
"37",33,10,100,0.351223062762404,"old",1008.51853224318,0.217391304347826,0.5,23,26
"38",33,100,100,0.336348345732105,"old",12828.6851121416,0.130434782608696,0.5,23,26
"39",33,10,100,0.229537540655744,"old",Inf,0.388888888888889,0.875,12,13
"40",33,100,100,0.221751517844362,"old",Inf,0.388888888888889,0.777777777777778,13,15
"41",33,10,100,0.253273545050602,"old",60645.8648018311,0.315789473684211,0.5,19,23
"42",33,100,100,0.235235682595026,"old",3819995.44588503,0.473684210526316,0.692307692307692,14,20
"43",33,10,100,0.265504881725085,"old",1892.60043490081,0.4,0.666666666666667,16,19
"44",33,100,100,0.257261873915702,"old",15468.7148816241,0.35,0.875,14,16
"45",33,10,100,0.243853855792218,"old",16036.7613112138,0.315789473684211,0.75,15,19
"46",33,100,100,0.242306915171729,"old",101667.635276176,0.421052631578947,0.666666666666667,15,17
"47",33,10,100,0.243537329705457,"old",3932.35274870227,0.518518518518518,0.875,15,25
"48",33,100,100,0.247139202556965,"old",26660.6461350231,0.481481481481481,0.928571428571429,15,18
"49",33,10,100,0.264299066194945,"old",6504.20523988164,0.523809523809524,0.785714285714286,13,18
"50",33,100,100,0.274575137018837,"old",136266.824938976,0.476190476190476,0.666666666666667,16,19
"51",33,10,100,0.283034718447301,"old",7089.24461156531,0.35,0.583333333333333,18,22
"52",33,100,100,0.276428490175665,"old",157729.145312933,0.45,0.642857142857143,16,20
"53",33,10,100,0.190859594713069,"old",Inf,0.666666666666667,0.777777777777778,11,13
"54",33,100,100,0.193772510932927,"old",Inf,0.476190476190476,0.666666666666667,16,18
"55",33,10,100,0.181765902159892,"old",7322.84003023877,0.6,0.75,12,16
"56",33,100,100,0.197767774050247,"old",52107.7901538004,0.5,0.666666666666667,15,18
"57",33,10,100,0.242255185843122,"old",2702.52789223869,0.347826086956522,0.533333333333333,22,26
"58",33,100,100,0.24581871010665,"old",41682.1136769345,0.304347826086957,0.538461538461538,22,27
"59",33,10,100,0.234175846585053,"old",Inf,0.473684210526316,0.642857142857143,15,17
"60",33,100,100,0.229995388472011,"old",Inf,0.526315789473684,0.833333333333333,11,12
"61",33,10,100,0.295156253890296,"old",37919.5897961991,0.588235294117647,0.769230769230769,10,16
"62",33,100,100,0.300724994082519,"old",86394.0748147028,0.647058823529412,0.733333333333333,10,14
"63",33,10,100,0.255543098958885,"old",30507.8485339259,0.545454545454545,0.8,13,18
"64",33,100,100,0.265272776754945,"old",326544.298395888,0.5,0.916666666666667,12,18
"65",33,10,100,0.231576705088363,"old",12977090.0463203,0.4,0.666666666666667,16,23
"66",33,100,100,0.226080464263426,"old",37292617.0191639,0.45,0.9,12,19
"67",33,10,100,0.212766007173561,"old",1641.68944021162,0.217391304347826,0.714285714285714,20,24
"68",33,100,100,0.215394946677459,"old",23100.1543630898,0.260869565217391,0.5,23,27
"69",33,10,100,0.208708462814973,"old",Inf,0.578947368421053,0.846153846153846,10,13
"70",33,100,100,0.197140496220894,"old",Inf,0.473684210526316,0.818181818181818,12,17
"71",33,10,100,0.309888406651723,"old",5710427.21168213,0.421052631578947,0.727272727272727,14,19
"72",33,100,100,0.323363755867338,"old",16282034.4613593,0.315789473684211,0.666666666666667,16,22
"73",33,10,100,0.239797783904913,"old",1920.63489262489,0.388888888888889,0.7,14,16
"74",33,100,100,0.244752677823905,"old",24076.3905648675,0.333333333333333,0.6,16,19
"75",33,10,100,0.23488429089268,"old",6674.48722571646,0.473684210526316,0.642857142857143,15,20
"76",33,100,100,0.238801974990291,"old",21979.6845542138,0.473684210526316,0.75,13,19
"77",33,10,100,0.265622974808641,"old",25011.9011268809,0.5625,0.692307692307692,11,11
"78",33,100,100,0.286820928696356,"old",231215.173482238,0.1875,0.428571428571429,17,19
"79",33,10,100,0.266939800126708,"old",21519.386288438,0.434782608695652,0.555555555555556,21,26
"80",33,100,100,0.299519535659604,"old",51723.5983253983,0.434782608695652,0.769230769230769,16,17
"81",33,10,100,0.233453752911314,"old",8997.80371491486,0.642857142857143,0.75,8,10
"82",33,100,100,0.236090970618229,"old",82856.4037340222,0.714285714285714,0.714285714285714,8,10
"83",33,10,100,0.237070473677382,"old",163473.705792707,0.260869565217391,0.6,21,24
"84",33,100,100,0.237993508982802,"old",981379.673823982,0.434782608695652,0.714285714285714,17,20
"85",33,10,100,0.271219542141464,"old",1338579.93447713,0.35,0.777777777777778,15,19
"86",33,100,100,0.292137922338034,"old",13966346.1742997,0.4,0.8,14,17
"87",33,10,100,0.195403811920675,"old",Inf,0.56,0.823529411764706,14,20
"88",33,100,100,0.185591597151128,"old",Inf,0.6,0.833333333333333,13,19
"89",33,10,100,0.31276167975341,"old",269.42480861172,0.533333333333333,0.727272727272727,10,12
"90",33,100,100,0.31942271255663,"old",1931.13041418162,0.466666666666667,0.7,11,13
"91",33,10,100,0.325579799029693,"old",553.061498546056,0.368421052631579,0.538461538461538,18,22
"92",33,100,100,0.32764615469125,"old",3339.18809446997,0.526315789473684,0.625,15,19
"93",33,10,100,0.285984041112102,"old",1641.31632876991,0.3125,0.625,14,17
"94",33,100,100,0.270223342158658,"old",38465.2054151109,0.25,0.8,13,17
"95",33,10,100,0.311706401766445,"old",710.380206709359,0.45,0.642857142857143,16,21
"96",33,100,100,0.291075486143034,"old",14280.2291521835,0.5,0.833333333333333,12,16
"97",33,10,100,0.284151478495971,"old",2414221.94866037,0.5,0.769230769230769,13,15
"98",33,100,100,0.288801891732425,"old",1948332.00869527,0.55,0.733333333333333,13,16
"99",33,10,100,0.312472976764297,"old",345.634304654068,0.409090909090909,0.692307692307692,17,23
"100",33,100,100,0.315529772954085,"old",2001.62325686993,0.5,0.846153846153846,13,18
"101",33,10,100,0.318124491516763,"old",395.416712613911,0.285714285714286,0.545454545454545,20,23
