"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","number_of_edges_estimated_imp","number_of_edges_estimated_full"
"335",33,100,100,NA,"old",NA,0.974358974358974,0.938271604938272,7,81,78
"336",33,1000,100,NA,"old",NA,0.974358974358974,0.938271604938272,7,81,78
"338",33,10,100,NA,"old",NA,0.932432432432432,0.958333333333333,8,72,74
"339",33,100,100,NA,"old",NA,0.945945945945946,0.972222222222222,6,72,74
"340",33,1000,100,NA,"old",NA,0.959459459459459,0.972602739726027,5,73,74
"342",33,10,100,NA,"old",NA,0.974025974025974,1,2,75,77
"343",33,100,100,NA,"old",NA,0.987012987012987,1,1,76,77
"344",33,1000,100,NA,"old",NA,1,1,0,77,77
"346",33,10,100,NA,"old",NA,0.942528735632184,0.976190476190476,7,84,87
"347",33,100,100,NA,"old",NA,0.96551724137931,0.976744186046512,5,86,87
"348",33,1000,100,NA,"old",NA,0.954022988505747,0.988095238095238,5,84,87
"350",33,10,100,NA,"old",NA,0.953488372093023,0.964705882352941,7,85,86
"351",33,100,100,NA,"old",NA,0.953488372093023,0.964705882352941,7,85,86
"352",33,1000,100,NA,"old",NA,0.953488372093023,0.964705882352941,7,85,86
"354",33,10,100,NA,"old",NA,0.936170212765957,0.98876404494382,7,89,94
"355",33,100,100,NA,"old",NA,0.957446808510638,0.989010989010989,5,91,94
"356",33,1000,100,NA,"old",NA,0.968085106382979,0.989130434782609,4,92,94
"358",33,10,100,NA,"old",NA,0.957746478873239,0.971428571428571,5,70,71
"359",33,100,100,NA,"old",NA,0.957746478873239,0.971428571428571,5,70,71
"360",33,1000,100,NA,"old",NA,0.943661971830986,0.971014492753623,6,69,71
"362",33,10,100,NA,"old",NA,0.942528735632184,0.953488372093023,9,86,87
"363",33,100,100,NA,"old",NA,0.942528735632184,0.953488372093023,9,86,87
"364",33,1000,100,NA,"old",NA,0.942528735632184,0.953488372093023,9,86,87
"366",33,10,100,NA,"old",NA,0.987654320987654,0.963855421686747,4,83,81
"367",33,100,100,NA,"old",NA,0.987654320987654,0.975609756097561,3,82,81
"368",33,1000,100,NA,"old",NA,0.987654320987654,0.963855421686747,4,83,81
"370",33,10,100,NA,"old",NA,0.967391304347826,0.988888888888889,4,90,92
"371",33,100,100,NA,"old",NA,0.967391304347826,0.988888888888889,4,90,92
"372",33,1000,100,NA,"old",NA,0.967391304347826,0.988888888888889,4,90,92
"374",33,10,100,NA,"old",NA,0.962025316455696,0.962025316455696,6,79,79
"375",33,100,100,NA,"old",NA,0.974683544303797,0.9625,5,80,79
"376",33,1000,100,NA,"old",NA,0.974683544303797,0.9625,5,80,79
"378",33,10,100,NA,"old",NA,0.975308641975309,0.975308641975309,4,81,81
"379",33,100,100,NA,"old",NA,0.975308641975309,0.9875,3,80,81
"380",33,1000,100,NA,"old",NA,0.975308641975309,0.9875,3,80,81
"382",33,10,100,NA,"old",NA,0.954545454545455,0.988235294117647,5,85,88
"383",33,100,100,NA,"old",NA,0.954545454545455,0.988235294117647,5,85,88
"384",33,1000,100,NA,"old",NA,0.954545454545455,0.988235294117647,5,85,88
"386",33,10,100,NA,"old",NA,0.974358974358974,1,2,76,78
"387",33,100,100,NA,"old",NA,0.974358974358974,1,2,76,78
"388",33,1000,100,NA,"old",NA,0.974358974358974,1,2,76,78
"390",33,10,100,NA,"old",NA,0.971428571428571,0.957746478873239,5,71,70
"391",33,100,100,NA,"old",NA,0.971428571428571,0.944444444444444,6,72,70
"392",33,1000,100,NA,"old",NA,0.971428571428571,0.944444444444444,6,72,70
"394",33,10,100,NA,"old",NA,0.956043956043956,0.966666666666667,7,90,91
"395",33,100,100,NA,"old",NA,0.956043956043956,0.97752808988764,6,89,91
"396",33,1000,100,NA,"old",NA,0.956043956043956,0.97752808988764,6,89,91
