"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","number_of_edges_estimated_imp","number_of_edges_estimated_full"
"227",33,100,3000,NA,"br",NA,0.980582524271845,0.990196078431373,3,102,103
"228",33,1000,3000,NA,"br",NA,0.970873786407767,0.99009900990099,4,101,103
"229",33,1,3000,NA,NA,NA,0.943661971830986,0.858974358974359,15,78,71
"230",33,10,3000,NA,"br",NA,0.957746478873239,0.944444444444444,7,72,71
"231",33,100,3000,NA,"br",NA,0.957746478873239,0.971428571428571,5,70,71
"232",33,1000,3000,NA,"br",NA,0.957746478873239,0.971428571428571,5,70,71
"233",33,1,3000,NA,NA,NA,0.988235294117647,0.903225806451613,10,93,85
"234",33,10,3000,NA,"br",NA,0.964705882352941,0.942528735632184,8,87,85
"235",33,100,3000,NA,"br",NA,0.964705882352941,0.953488372093023,7,86,85
"236",33,1000,3000,NA,"br",NA,0.964705882352941,0.953488372093023,7,86,85
"237",33,1,3000,NA,NA,NA,0.957446808510638,0.927835051546392,11,97,94
"238",33,10,3000,NA,"br",NA,0.936170212765957,0.956521739130435,10,92,94
"239",33,100,3000,NA,"br",NA,0.946808510638298,0.956989247311828,9,93,94
"240",33,1000,3000,NA,"br",NA,0.946808510638298,0.967391304347826,8,92,94
"241",33,1,3000,NA,NA,NA,0.97979797979798,0.932692307692308,9,104,99
"242",33,10,3000,NA,"br",NA,0.97979797979798,0.97,5,100,99
"243",33,100,3000,NA,"br",NA,1,0.961165048543689,4,103,99
"244",33,1000,3000,NA,"br",NA,1,0.961165048543689,4,103,99
"245",33,1,3000,NA,NA,NA,0.9375,0.892857142857143,14,84,80
"246",33,10,3000,NA,"br",NA,0.925,0.961038961038961,9,77,80
"247",33,100,3000,NA,"br",NA,0.9375,0.974025974025974,7,77,80
"248",33,1000,3000,NA,"br",NA,0.9375,0.974025974025974,7,77,80
"249",33,1,3000,NA,NA,NA,0.944444444444444,0.894736842105263,15,95,90
"250",33,10,3000,NA,"br",NA,0.933333333333333,0.954545454545455,10,88,90
"251",33,100,3000,NA,"br",NA,0.955555555555556,0.945054945054945,9,91,90
"252",33,1000,3000,NA,"br",NA,0.944444444444444,0.944444444444444,10,90,90
"253",33,1,3000,NA,NA,NA,1,0.9375,6,96,90
"254",33,10,3000,NA,"br",NA,1,0.967741935483871,3,93,90
"255",33,100,3000,NA,"br",NA,1,0.978260869565217,2,92,90
"256",33,1000,3000,NA,"br",NA,1,0.978260869565217,2,92,90
"257",33,1,3000,NA,NA,NA,0.943820224719101,0.903225806451613,14,93,89
"258",33,10,3000,NA,"br",NA,0.943820224719101,0.96551724137931,8,87,89
"259",33,100,3000,NA,"br",NA,0.943820224719101,0.96551724137931,8,87,89
"260",33,1000,3000,NA,"br",NA,0.943820224719101,0.96551724137931,8,87,89
