"","p","m","n","mean_lambda","df_correction_method","mean_df","recall","precision","hamming_distance","shd"
"171",33,1,100,NA,NA,NA,0.347826086956522,0.296296296296296,34,37
"172",33,10,100,NA,"old",NA,0.173913043478261,0.666666666666667,21,21
"173",33,10,100,NA,"br",NA,0.391304347826087,0.642857142857143,19,23
"174",33,10,100,NA,"reiter",NA,0.391304347826087,0.642857142857143,19,23
"175",33,100,100,NA,"old",NA,0.304347826086957,0.7,19,20
"176",33,100,100,NA,"br",NA,0.304347826086957,0.7,19,20
"177",33,100,100,NA,"reiter",NA,0.304347826086957,0.7,19,20
"178",33,1000,100,NA,"old",NA,0.347826086956522,0.666666666666667,19,21
"179",33,1000,100,NA,"br",NA,0.347826086956522,0.727272727272727,18,20
"180",33,1000,100,NA,"reiter",NA,0.347826086956522,0.666666666666667,19,21
"181",33,1,100,NA,NA,NA,0.304347826086957,0.205882352941176,43,47
"182",33,10,100,NA,"old",NA,0.130434782608696,0.75,21,23
"183",33,10,100,NA,"br",NA,0.173913043478261,0.571428571428571,22,25
"184",33,10,100,NA,"reiter",NA,0.173913043478261,0.666666666666667,21,23
"185",33,100,100,NA,"old",NA,0.130434782608696,0.5,23,26
"186",33,100,100,NA,"br",NA,0.0869565217391304,0.4,24,26
"187",33,100,100,NA,"reiter",NA,0.130434782608696,0.5,23,26
"188",33,1000,100,NA,"old",NA,0.130434782608696,0.5,23,26
"189",33,1000,100,NA,"br",NA,0.130434782608696,0.5,23,26
"190",33,1000,100,NA,"reiter",NA,0.130434782608696,0.5,23,26
"191",33,1,100,NA,NA,NA,0.444444444444444,0.32,27,31
"192",33,10,100,NA,"old",NA,0.222222222222222,0.666666666666667,16,16
"193",33,10,100,NA,"br",NA,0.388888888888889,1,11,12
"194",33,10,100,NA,"reiter",NA,0.388888888888889,1,11,12
"195",33,100,100,NA,"old",NA,0.333333333333333,0.75,14,15
"196",33,100,100,NA,"br",NA,0.333333333333333,0.75,14,15
"197",33,100,100,NA,"reiter",NA,0.333333333333333,0.75,14,15
"198",33,1000,100,NA,"old",NA,0.388888888888889,0.7,14,17
"199",33,1000,100,NA,"br",NA,0.333333333333333,0.75,14,16
