"","p","m","alpha","run_time"
"412",100,1,0.05,0.0350978374481201
"413",100,1,0.05,0.0381619930267334
"414",100,1,0.05,0.0520765781402588
"415",100,1,0.05,0.0340392589569092
"416",100,1,0.05,0.0345537662506104
"417",100,1,0.05,0.034799337387085
"418",100,1,0.05,0.0345487594604492
"419",100,1,0.05,0.0378012657165527
"420",100,1,0.05,0.0354225635528564
"421",100,1,0.05,0.0517921447753906
"422",100,1,0.05,0.0346322059631348
"423",100,1,0.05,0.0348777770996094
"424",100,1,0.05,0.0349364280700684
"425",100,1,0.05,0.0377280712127686
"426",100,1,0.05,0.0356111526489258
"427",100,1,0.05,0.0377156734466553
"428",100,1,0.05,0.0344655513763428
"429",100,1,0.05,0.0480310916900635
"430",100,1,0.05,0.0349223613739014
"431",100,1,0.05,0.038048267364502
"432",100,1,0.05,0.034419059753418
"433",100,1,0.05,0.0384640693664551
"434",100,1,0.05,0.0343854427337646
"435",100,1,0.05,0.0340723991394043
"436",100,1,0.05,0.0483999252319336
"437",100,1,0.05,0.0378949642181396
"438",100,1,0.05,0.0339243412017822
"439",100,1,0.05,0.0340824127197266
"440",100,1,0.05,0.0338664054870605
"441",100,1,0.05,0.0340030193328857
"442",100,1,0.05,0.0343308448791504
"443",100,1,0.05,0.0357029438018799
"444",100,1,0.05,0.0486991405487061
"445",100,1,0.05,0.0340018272399902
"446",100,1,0.05,0.0343031883239746
"447",100,1,0.05,0.033968448638916
"448",100,1,0.05,0.0341701507568359
"449",100,1,0.05,0.0340962409973145
"450",100,1,0.05,0.034088134765625
"451",100,1,0.05,0.0567018985748291
"452",100,1,0.05,0.0339450836181641
"453",100,1,0.05,0.0364165306091309
"454",100,1,0.05,0.034553050994873
"455",100,1,0.05,0.0347466468811035
"456",100,1,0.05,0.0349650382995605
"457",100,1,0.05,0.0343163013458252
"458",100,1,0.05,0.0519633293151855
"459",100,1,0.05,0.0340003967285156
"460",100,1,0.05,0.03450608253479
"461",100,1,0.05,0.035576343536377
"462",100,1,0.05,0.0339016914367676
"463",100,1,0.05,0.0341684818267822
"464",100,1,0.05,0.03411865234375
"465",100,1,0.05,0.034416675567627
"466",100,1,0.05,0.051816463470459
"467",100,1,0.05,0.0338726043701172
"468",100,1,0.05,0.0341169834136963
"469",100,1,0.05,0.03387451171875
"470",100,1,0.05,0.0340075492858887
"471",100,1,0.05,0.034329891204834
"472",100,1,0.05,0.0348770618438721
"473",100,1,0.05,0.0531067848205566
"474",100,1,0.05,0.0342891216278076
"475",100,1,0.05,0.0345556735992432
"476",100,1,0.05,0.0345933437347412
"477",100,1,0.05,0.034252405166626
"478",100,1,0.05,0.0343520641326904
"479",100,1,0.05,0.0344603061676025
"480",100,1,0.05,0.0343403816223145
"481",100,1,0.05,0.0520763397216797
"482",100,1,0.05,0.035473108291626
"483",100,1,0.05,0.0344276428222656
"484",100,1,0.05,0.0343718528747559
"485",100,1,0.05,0.0340766906738281
"486",100,1,0.05,0.0345103740692139
"487",100,1,0.05,0.0341274738311768
"488",100,1,0.05,0.0512962341308594
"489",100,1,0.05,0.0342354774475098
"490",100,1,0.05,0.0341079235076904
"491",100,1,0.05,0.0346143245697021
"492",100,1,0.05,0.0359339714050293
"493",100,1,0.05,0.0340838432312012
"494",100,1,0.05,0.0342156887054443
"495",100,1,0.05,0.0682024955749512
"496",100,1,0.05,0.0344600677490234
"497",100,1,0.05,0.0343017578125
"498",100,1,0.05,0.0341386795043945
"499",100,1,0.05,0.0345339775085449
"500",100,1,0.05,0.0351979732513428
"501",100,10,0.05,0.054912805557251
"502",100,10,0.05,0.0757992267608643
"503",100,10,0.05,0.0541305541992188
"504",100,10,0.05,0.0557193756103516
"505",100,10,0.05,0.0558016300201416
"506",100,10,0.05,0.0544712543487549
"507",100,10,0.05,0.234459638595581
"508",100,10,0.05,0.0554132461547852
"509",100,10,0.05,0.0533912181854248
"510",100,10,0.05,0.0531182289123535
"511",100,10,0.05,0.0550012588500977
"512",100,10,0.05,0.0560624599456787
"513",100,10,0.05,0.0549592971801758
"514",100,10,0.05,0.0522379875183105
"515",100,10,0.05,0.0650515556335449
"516",100,10,0.05,0.050769567489624
"517",100,10,0.05,0.0508220195770264
"518",100,10,0.05,0.0565891265869141
"519",100,10,0.05,0.050107479095459
"520",100,10,0.05,0.0518996715545654
"521",100,10,0.05,0.0502393245697021
"522",100,10,0.05,0.0498499870300293
"523",100,10,0.05,0.0629801750183105
"524",100,10,0.05,0.049311637878418
"525",100,10,0.05,0.0500719547271729
"526",100,10,0.05,0.0542256832122803
"527",100,10,0.05,0.0493628978729248
"528",100,10,0.05,0.0497326850891113
"529",100,10,0.05,0.050112247467041
"530",100,10,0.05,0.0519120693206787
"531",100,10,0.05,0.064253568649292
"532",100,10,0.05,0.0502662658691406
"533",100,10,0.05,0.0497860908508301
"534",100,10,0.05,0.0493025779724121
"535",100,10,0.05,0.0491626262664795
"536",100,10,0.05,0.0522360801696777
"537",100,10,0.05,0.0491793155670166
"538",100,10,0.05,0.0640256404876709
"539",100,10,0.05,0.051790714263916
"540",100,10,0.05,0.0505533218383789
"541",100,10,0.05,0.0496172904968262
"542",100,10,0.05,0.04830002784729
"543",100,10,0.05,0.0499613285064697
"544",100,10,0.05,0.0489678382873535
"545",100,10,0.05,0.0508723258972168
"546",100,10,0.05,0.0629997253417969
"547",100,10,0.05,0.050269603729248
"548",100,10,0.05,0.0493118762969971
"549",100,10,0.05,0.0513179302215576
"550",100,10,0.05,0.0496010780334473
"551",100,10,0.05,0.0507886409759521
"552",100,10,0.05,0.0504865646362305
"553",100,10,0.05,0.0516633987426758
"554",100,10,0.05,0.061058521270752
"555",100,10,0.05,0.0491657257080078
"556",100,10,0.05,0.0490167140960693
"557",100,10,0.05,0.0488045215606689
"558",100,10,0.05,0.0501337051391602
"559",100,10,0.05,0.0561554431915283
"560",100,10,0.05,0.0487470626831055
"561",100,10,0.05,0.0516130924224854
"562",100,10,0.05,0.0611391067504883
"563",100,10,0.05,0.047365665435791
"564",100,10,0.05,0.0492358207702637
"565",100,10,0.05,0.0485777854919434
"566",100,10,0.05,0.0490896701812744
"567",100,10,0.05,0.0486066341400146
"568",100,10,0.05,0.0488662719726562
"569",100,10,0.05,0.0620913505554199
"570",100,10,0.05,0.0481951236724854
"571",100,10,0.05,0.0477306842803955
"572",100,10,0.05,0.0498971939086914
"573",100,10,0.05,0.047231912612915
"574",100,10,0.05,0.0500526428222656
"575",100,10,0.05,0.047680139541626
"576",100,10,0.05,0.0490422248840332
"577",100,10,0.05,0.0633120536804199
"578",100,10,0.05,0.0492179393768311
"579",100,10,0.05,0.0479724407196045
"580",100,10,0.05,0.0481123924255371
"581",100,10,0.05,0.0484976768493652
"582",100,10,0.05,0.048999547958374
"583",100,10,0.05,0.049323558807373
"584",100,10,0.05,0.0488402843475342
"585",100,10,0.05,0.0613014698028564
"586",100,10,0.05,0.0478155612945557
"587",100,10,0.05,0.0492489337921143
"588",100,10,0.05,0.0489230155944824
"589",100,10,0.05,0.0467362403869629
"590",100,10,0.05,0.0495789051055908
"591",100,10,0.05,0.0497357845306396
"592",100,10,0.05,0.0624303817749023
"593",100,10,0.05,0.0481288433074951
"594",100,10,0.05,0.0481035709381104
"595",100,10,0.05,0.047670841217041
"596",100,10,0.05,0.0480115413665771
"597",100,10,0.05,0.047694206237793
"598",100,10,0.05,0.0503308773040771
"599",100,10,0.05,0.0490028858184814
"600",100,10,0.05,0.063030481338501
"601",100,100,0.05,0.247071981430054
"602",100,100,0.05,0.193979024887085
"603",100,100,0.05,0.203351259231567
"604",100,100,0.05,0.221376180648804
"605",100,100,0.05,0.208073377609253
"606",100,100,0.05,0.195156574249268
"607",100,100,0.05,0.195852041244507
"608",100,100,0.05,0.195913314819336
"609",100,100,0.05,0.213937997817993
"610",100,100,0.05,0.196156740188599
"611",100,100,0.05,0.195969104766846
"612",100,100,0.05,0.202676296234131
"613",100,100,0.05,0.195403814315796
"614",100,100,0.05,0.210636854171753
"615",100,100,0.05,0.193477630615234
"616",100,100,0.05,0.200498819351196
"617",100,100,0.05,0.194717645645142
"618",100,100,0.05,0.206461906433105
"619",100,100,0.05,0.198385715484619
"620",100,100,0.05,0.194916248321533
"621",100,100,0.05,0.199263334274292
"622",100,100,0.05,0.20611834526062
"623",100,100,0.05,0.199836492538452
"624",100,100,0.05,0.199665546417236
"625",100,100,0.05,0.37190842628479
"626",100,100,0.05,0.196321725845337
"627",100,100,0.05,0.192951202392578
"628",100,100,0.05,0.198060274124146
"629",100,100,0.05,0.193707227706909
"630",100,100,0.05,0.197667121887207
"631",100,100,0.05,0.210331916809082
"632",100,100,0.05,0.227596044540405
"633",100,100,0.05,0.201745510101318
"634",100,100,0.05,0.193916082382202
"635",100,100,0.05,0.197515249252319
"636",100,100,0.05,0.196485996246338
"637",100,100,0.05,0.194360256195068
"638",100,100,0.05,0.210365056991577
"639",100,100,0.05,0.209131002426147
"640",100,100,0.05,0.231220960617065
"641",100,100,0.05,0.193597793579102
"642",100,100,0.05,0.19619607925415
"643",100,100,0.05,0.195902347564697
"644",100,100,0.05,0.195100784301758
"645",100,100,0.05,0.198333501815796
"646",100,100,0.05,0.207732677459717
"647",100,100,0.05,0.206835746765137
"648",100,100,0.05,0.236330270767212
"649",100,100,0.05,0.193989992141724
"650",100,100,0.05,0.198366165161133
"651",100,100,0.05,0.19598126411438
"652",100,100,0.05,0.197729349136353
"653",100,100,0.05,0.195235729217529
"654",100,100,0.05,0.209728240966797
"655",100,100,0.05,0.210333347320557
"656",100,100,0.05,0.219627380371094
"657",100,100,0.05,0.203830480575562
"658",100,100,0.05,0.195645093917847
"659",100,100,0.05,0.194795608520508
"660",100,100,0.05,0.198820352554321
"661",100,100,0.05,0.196210861206055
"662",100,100,0.05,0.194438457489014
"663",100,100,0.05,0.196911096572876
"664",100,100,0.05,0.216248512268066
"665",100,100,0.05,0.196624755859375
"666",100,100,0.05,0.195663452148438
"667",100,100,0.05,0.195194482803345
"668",100,100,0.05,0.195700645446777
"669",100,100,0.05,0.196701765060425
"670",100,100,0.05,0.197389125823975
"671",100,100,0.05,0.25541353225708
"672",100,100,0.05,0.197633028030396
"673",100,100,0.05,0.20763111114502
"674",100,100,0.05,0.204581737518311
"675",100,100,0.05,0.206811428070068
"676",100,100,0.05,0.205986022949219
"677",100,100,0.05,0.211150169372559
"678",100,100,0.05,0.21104097366333
"679",100,100,0.05,0.251185894012451
"680",100,100,0.05,0.196086168289185
"681",100,100,0.05,0.20293116569519
"682",100,100,0.05,0.202731132507324
"683",100,100,0.05,0.204312086105347
"684",100,100,0.05,0.207796812057495
"685",100,100,0.05,0.20796537399292
"686",100,100,0.05,0.212280035018921
"687",100,100,0.05,0.222268104553223
"688",100,100,0.05,0.197042226791382
"689",100,100,0.05,0.196923971176147
"690",100,100,0.05,0.19622015953064
"691",100,100,0.05,0.20421838760376
"692",100,100,0.05,0.19873833656311
"693",100,100,0.05,0.195207834243774
"694",100,100,0.05,0.199610710144043
"695",100,100,0.05,0.218902587890625
"696",100,100,0.05,0.197453260421753
"697",100,100,0.05,0.207377433776855
"698",100,100,0.05,0.198370456695557
"699",100,100,0.05,0.195958375930786
"700",100,100,0.05,0.205121994018555
"701",100,1000,0.05,1.9723699092865
"702",100,1000,0.05,1.75261068344116
"703",100,1000,0.05,1.82490372657776
"704",100,1000,0.05,1.82340455055237
"705",100,1000,0.05,1.90183305740356
