"","p","m","alpha","run_time"
"463",70,100,0.1,58.8932266235352
"464",70,100,0.1,59.161055803299
"465",70,100,0.1,58.9601218700409
"466",70,100,0.1,59.0881474018097
"467",70,100,0.1,58.9000294208527
"468",70,100,0.1,59.121063709259
"469",70,100,0.1,58.9036407470703
"470",70,100,0.1,59.1188662052155
"471",70,1000,0.1,579.492988824844
"472",70,1000,0.1,578.676332950592
"473",70,1000,0.1,579.298523187637
"474",70,1000,0.1,579.171832799911
"475",70,1000,0.1,578.570004701614
"476",70,1000,0.1,578.909914255142
"477",70,1000,0.1,579.443427801132
"478",70,1000,0.1,579.273726463318
"479",70,1000,0.1,579.237171173096
"480",70,1000,0.1,578.419806480408
"481",60,1,0.01,0.0558483600616455
"482",60,1,0.01,0.0572774410247803
"483",60,1,0.01,0.0583980083465576
"484",60,1,0.01,0.064075231552124
"485",60,1,0.01,0.0558757781982422
"486",60,1,0.01,0.0566344261169434
"487",60,1,0.01,0.0597624778747559
"488",60,1,0.01,0.0644690990447998
"489",60,1,0.01,0.0555768013000488
"490",60,1,0.01,0.0560574531555176
"491",60,10,0.01,0.157653331756592
"492",60,10,0.01,0.16877293586731
"493",60,10,0.01,0.167401313781738
"494",60,10,0.01,0.159088134765625
"495",60,10,0.01,0.39057183265686
"496",60,10,0.01,0.158189296722412
"497",60,10,0.01,0.164378881454468
"498",60,10,0.01,0.164340734481812
"499",60,10,0.01,0.157708644866943
"500",60,10,0.01,0.164576768875122
"501",60,100,0.01,1.06268358230591
"502",60,100,0.01,1.0867908000946
"503",60,100,0.01,1.06878972053528
"504",60,100,0.01,1.10159873962402
"505",60,100,0.01,1.0877149105072
"506",60,100,0.01,1.08019757270813
"507",60,100,0.01,1.07054924964905
"508",60,100,0.01,1.08042335510254
"509",60,100,0.01,1.06776905059814
"510",60,100,0.01,1.07326602935791
"511",60,1000,0.01,9.97137570381165
"512",60,1000,0.01,10.0182626247406
"513",60,1000,0.01,10.2558596134186
"514",60,1000,0.01,9.97560954093933
"515",60,1000,0.01,10.0814871788025
"516",60,1000,0.01,10.2631976604462
"517",60,1000,0.01,9.99754738807678
"518",60,1000,0.01,10.0667159557343
"519",60,1000,0.01,10.2762603759766
"520",60,1000,0.01,10.0372264385223
"521",60,1,0.05,0.0566649436950684
"522",60,1,0.05,0.0570342540740967
"523",60,1,0.05,0.0583698749542236
"524",60,1,0.05,0.0641152858734131
"525",60,1,0.05,0.0560944080352783
"526",60,1,0.05,0.0562365055084229
"527",60,1,0.05,0.0567376613616943
"528",60,1,0.05,0.0640976428985596
"529",60,1,0.05,0.0559558868408203
"530",60,1,0.05,0.0561788082122803
"531",60,10,0.05,0.318114280700684
"532",60,10,0.05,0.322656631469727
"533",60,10,0.05,0.328757047653198
"534",60,10,0.05,0.32795238494873
"535",60,10,0.05,0.320491790771484
"536",60,10,0.05,0.321125745773315
"537",60,10,0.05,0.321984052658081
"538",60,10,0.05,0.330243349075317
"539",60,10,0.05,0.324065446853638
"540",60,10,0.05,0.321914672851562
"541",60,100,0.05,2.52358460426331
"542",60,100,0.05,2.75748872756958
"543",60,100,0.05,2.50646781921387
"544",60,100,0.05,2.51642680168152
"545",60,100,0.05,2.52016639709473
"546",60,100,0.05,2.54014015197754
"547",60,100,0.05,2.49974298477173
"548",60,100,0.05,2.51986598968506
"549",60,100,0.05,2.52453064918518
"550",60,100,0.05,2.54597687721252
"551",60,1000,0.05,24.5147798061371
"552",60,1000,0.05,24.6750481128693
"553",60,1000,0.05,24.8351995944977
"554",60,1000,0.05,24.6094262599945
"555",60,1000,0.05,24.5402755737305
"556",60,1000,0.05,24.5235469341278
"557",60,1000,0.05,24.7498462200165
"558",60,1000,0.05,24.5037801265717
"559",60,1000,0.05,24.4446046352386
"560",60,1000,0.05,24.6950860023499
"561",60,1,0.1,0.0571906566619873
"562",60,1,0.1,0.0565204620361328
"563",60,1,0.1,0.0584268569946289
"564",60,1,0.1,0.300667524337769
"565",60,1,0.1,0.0561728477478027
"566",60,1,0.1,0.0562417507171631
"567",60,1,0.1,0.0567777156829834
"568",60,1,0.1,0.0663094520568848
"569",60,1,0.1,0.0560352802276611
"570",60,1,0.1,0.056105375289917
"571",60,10,0.1,1.50715231895447
"572",60,10,0.1,1.51439619064331
"573",60,10,0.1,1.50766658782959
"574",60,10,0.1,1.51981425285339
"575",60,10,0.1,1.54054665565491
"576",60,10,0.1,1.51968622207642
"577",60,10,0.1,1.51004648208618
"578",60,10,0.1,1.51435923576355
"579",60,10,0.1,1.52088737487793
"580",60,10,0.1,1.51573610305786
"581",60,100,0.1,12.8122315406799
"582",60,100,0.1,12.9449071884155
"583",60,100,0.1,12.6484637260437
"584",60,100,0.1,12.7518336772919
"585",60,100,0.1,12.8612704277039
"586",60,100,0.1,12.7714388370514
"587",60,100,0.1,12.6884632110596
"588",60,100,0.1,12.8485045433044
"589",60,100,0.1,12.7075448036194
"590",60,100,0.1,12.6939249038696
"591",60,1000,0.1,127.765545368195
"592",60,1000,0.1,127.730181217194
"593",60,1000,0.1,127.924411058426
"594",60,1000,0.1,128.02419757843
"595",60,1000,0.1,129.774453878403
"596",60,1000,0.1,132.075506210327
"597",60,1000,0.1,131.942954063416
"598",60,1000,0.1,131.983586788177
"599",60,1000,0.1,131.936276435852
"600",60,1000,0.1,133.990500926971
"601",50,1,0.01,0.0394644737243652
"602",50,1,0.01,0.0397474765777588
"603",50,1,0.01,0.0398941040039062
"604",50,1,0.01,0.0424807071685791
"605",50,1,0.01,0.0418577194213867
"606",50,1,0.01,0.0477561950683594
"607",50,1,0.01,0.0398349761962891
"608",50,1,0.01,0.0406928062438965
"609",50,1,0.01,0.0400295257568359
"610",50,1,0.01,0.0404419898986816
"611",50,10,0.01,0.120481491088867
"612",50,10,0.01,0.12084174156189
"613",50,10,0.01,0.109908580780029
"614",50,10,0.01,0.121703147888184
"615",50,10,0.01,0.111229419708252
"616",50,10,0.01,0.120559215545654
"617",50,10,0.01,0.111344814300537
"618",50,10,0.01,0.11090087890625
"619",50,10,0.01,0.117504358291626
"620",50,10,0.01,0.111131906509399
"621",50,100,0.01,0.738935708999634
"622",50,100,0.01,0.743973970413208
"623",50,100,0.01,0.755174875259399
"624",50,100,0.01,0.745734453201294
"625",50,100,0.01,0.744107484817505
"626",50,100,0.01,0.745847702026367
"627",50,100,0.01,0.751556873321533
"628",50,100,0.01,0.736857414245605
"629",50,100,0.01,0.740772008895874
"630",50,100,0.01,0.740059614181519
"631",50,1000,0.01,7.21261596679688
"632",50,1000,0.01,7.02060413360596
"633",50,1000,0.01,7.31748700141907
"634",50,1000,0.01,7.04381060600281
"635",50,1000,0.01,7.08108830451965
"636",50,1000,0.01,7.06016230583191
"637",50,1000,0.01,6.93746185302734
"638",50,1000,0.01,7.10048627853394
"639",50,1000,0.01,6.91122126579285
"640",50,1000,0.01,6.984126329422
"641",50,1,0.05,0.0400419235229492
"642",50,1,0.05,0.0398533344268799
"643",50,1,0.05,0.0416858196258545
"644",50,1,0.05,0.0410041809082031
"645",50,1,0.05,0.0476968288421631
"646",50,1,0.05,0.039832592010498
"647",50,1,0.05,0.0397696495056152
"648",50,1,0.05,0.0397922992706299
"649",50,1,0.05,0.0404303073883057
"650",50,1,0.05,0.0398378372192383
"651",50,10,0.05,0.245221614837646
"652",50,10,0.05,0.247372388839722
"653",50,10,0.05,0.240941286087036
"654",50,10,0.05,0.244935512542725
"655",50,10,0.05,0.241843461990356
"656",50,10,0.05,0.245596408843994
"657",50,10,0.05,0.243430852890015
"658",50,10,0.05,0.244390249252319
"659",50,10,0.05,0.245205640792847
"660",50,10,0.05,0.246647357940674
"661",50,100,0.05,1.89342069625854
"662",50,100,0.05,1.89555549621582
"663",50,100,0.05,1.90695905685425
"664",50,100,0.05,1.88934659957886
"665",50,100,0.05,1.94047737121582
"666",50,100,0.05,1.94397759437561
"667",50,100,0.05,1.91823291778564
"668",50,100,0.05,1.90445232391357
"669",50,100,0.05,1.91382455825806
"670",50,100,0.05,1.9192898273468
"671",50,1000,0.05,17.7465295791626
"672",50,1000,0.05,18.0315401554108
"673",50,1000,0.05,18.0556495189667
"674",50,1000,0.05,17.8498642444611
"675",50,1000,0.05,17.8450770378113
"676",50,1000,0.05,17.8940472602844
"677",50,1000,0.05,18.1649158000946
"678",50,1000,0.05,17.7858881950378
"679",50,1000,0.05,18.1648223400116
"680",50,1000,0.05,17.851847410202
"681",50,1,0.1,0.0408744812011719
"682",50,1,0.1,0.0405459403991699
"683",50,1,0.1,0.0421171188354492
"684",50,1,0.1,0.0420565605163574
"685",50,1,0.1,0.049990177154541
"686",50,1,0.1,0.0401220321655273
"687",50,1,0.1,0.0405328273773193
"688",50,1,0.1,0.0406529903411865
"689",50,1,0.1,0.0410449504852295
"690",50,1,0.1,0.0402071475982666
"691",50,10,0.1,1.67674827575684
"692",50,10,0.1,1.4565052986145
"693",50,10,0.1,1.39641690254211
"694",50,10,0.1,1.40385031700134
"695",50,10,0.1,1.43743753433228
"696",50,10,0.1,1.46942281723022
"697",50,10,0.1,1.45142984390259
"698",50,10,0.1,1.43088269233704
"699",50,10,0.1,1.47127461433411
"700",50,10,0.1,1.4649920463562
"701",50,100,0.1,12.9238140583038
"702",50,100,0.1,13.1343820095062
"703",50,100,0.1,12.828328371048
"704",50,100,0.1,12.7975878715515
"705",50,100,0.1,12.9886834621429
"706",50,100,0.1,12.8137049674988
"707",50,100,0.1,12.7402663230896
"708",50,100,0.1,13.1580789089203
"709",50,100,0.1,12.6779642105103
"710",50,100,0.1,12.6993911266327
"711",50,1000,0.1,124.832390785217
"712",50,1000,0.1,122.019371271133
"713",50,1000,0.1,122.491147041321
"714",50,1000,0.1,121.88276219368
"715",50,1000,0.1,121.755035400391
"716",50,1000,0.1,122.078731298447
"717",50,1000,0.1,121.698361635208
"718",50,1000,0.1,122.151300191879
"719",50,1000,0.1,121.529624700546
"720",50,1000,0.1,121.647334814072
"721",25,1,0.01,0.0108296871185303
"722",25,1,0.01,0.0123136043548584
"723",25,1,0.01,0.0105390548706055
"724",25,1,0.01,0.0105326175689697
"725",25,1,0.01,0.0104410648345947
"726",25,1,0.01,0.0105023384094238
"727",25,1,0.01,0.0104570388793945
"728",25,1,0.01,0.0104598999023438
"729",25,1,0.01,0.0104684829711914
"730",25,1,0.01,0.0106339454650879
